title,url,module,key1,key2,key3,key4,key5,key6,key7,key8,key9,key10,name,place
哈哈哈哈哈！外交部这个回应满分！,http://mil.news.sina.com.cn/2019-05-16/doc-ihvhiews2351267.shtml,中国维护世界和平,中国,国际,国家,美方,承诺,始终,核力量,军控,中方,和平,陆慷/汤普森,中国/美国/北京
我外交部怼联合国高级专员 这国网友齐呼：感谢中国,http://mil.news.sina.com.cn/2018-03-13/doc-ifysfrty0686603.shtml,俄罗斯新闻,菲律宾,人权,联合国,中国,杜,特尔特,中国外交部,支持,国际,总统,陆慷/特尔特/高专/特尔特杜特尔特/维多利亚托利科普/扎伊德/扎伊德侯赛因扎伊德/基利/富兰克林德里/苏晓晖/小锐/傅聪,中国/菲律宾/马尼拉/美国/中菲/马拉维/西方/高度肯定/瑞士
2017年习近平外交足迹的12345678,http://news.sina.com.cn/china/xlxw/2017-12-25/doc-ifypwzxq6585773.shtml,经济发展,外交,中国,习近平,合作,足迹,论坛,发展,中非,主场,主席,习近平/张岩,厦门/中国/亚洲/青岛/中非/非洲/上海
外交部回应美方威胁5000多亿征税:中国不是吓大的,http://news.sina.com.cn/w/2018-07-23/doc-ihftenhz0485807.shtml,记者提问美方,中方,外交部,例行,记者会,美国,威胁,关税,中国,征收,进口商品,耿爽,美国/中国
中美究竟会不会恢复谈判？外交部、商务部刚刚这样回应,http://mil.news.sina.com.cn/2019-05-23/doc-ihvhiqay0835246.shtml,记者提问美方,磋商,美国,中方,谈判,美方,高峰,国家,新闻,诚意,陆慷,白云倪/彭博社/陆慷,美国/中国
外交部：中方不参加任何三边核裁军谈判,http://news.sina.com.cn/c/2019-05-16/doc-ihvhiews2331304.shtml,中国维护世界和平,中国,国家,国际,陆慷,美方,核力量,和平,承诺,军控,始终,汤普森/陆慷/康晰,中国/美国/北京
中国外交部将向全球推介山东省,http://news.sina.com.cn/o/2018-09-17/doc-ifxeuwwr5289936.shtml,经济发展,山东,耿爽,推介,活动,动能,文化,发展,实施,对外开放,新,蒋涛/耿爽/王毅/刘家/龚正,北京/山东/中国
外交部举行2019年新年招待会,http://news.sina.com.cn/c/2019-02-01/doc-ihqfskcp2406338.shtml,习近平发展外交,外交,中国,王毅,习近平,稳定,代表,驻华,国际,开创,思想,王毅/杨洁篪/习近平/西索,北京/中国/中华人民共和国/柬埔寨
外交部深夜回应波兰拘押华为员工：高度关注,http://news.sina.com.cn/2019-01-12/doc-ihqhqcis5372854.shtml,孟晚舟事件,波兰,华为,央视,中国,公民,中方,时间,王伟晶,国家安全局,领事,王伟晶/赵晶/瓦西/徐明/刘光博,波兰/中国
"中国外交部回应英媒""一带一路""相关报道：没有哪个""债务危机""是中国引起",http://news.sina.com.cn/c/2018-07-17/doc-ihfkffam1210123.shtml,经济发展,华春莹,中方,项目,国家,中国,共建,透明,发言人,债务,合作,华春莹,英国/中国
被外交部发言人华春莹的大笑圈粉了！网友：可爱又迷人！,http://news.sina.com.cn/o/2017-12-22/doc-ifypwzxq5404565.shtml,脱欧事件,日本,香香,回答,华春莹,大熊猫,发言人,发音,英语,粉,中,华春莹/熊猫宝宝/杉山,哈尔滨/东京/上野/日本/中国/英国
各国驱逐俄罗斯外交官一览表,http://news.sina.com.cn/o/2018-03-28/doc-ifysshrn7198209.shtml,中朝关系,日本,香香,回答,华春莹,大熊猫,发言人,发音,英语,粉,中,,
英新外交大臣因华裔太太变得亲华？英媒:言之尚早,http://news.sina.com.cn/w/2018-07-12/doc-ihfefkqq5813534.shtml,英国新闻,亨特,英国,报道,中国,工作,露西亚,西安,课程,热门,孩子,特蕾莎/杰里米亨特/约翰逊/亨特/脱欧/卡梅伦/华威/露西亚/亨特露西亚露西亚/海伦古德曼/古德曼/义凌,英国/中国/西安/亚洲/日本/澳洲
中国领导人是否将见美经贸谈判代表团?外交部回应,http://news.sina.com.cn/c/2019-02-14/doc-ihqfskcp5275555.shtml,中朝关系,中,合作,中国,发展,南海,中方,希望,关系,磋商,原则,华春莹/马威奈/王毅日/特朗普/习近平/萨两国/萨尔瓦多,泰国/遵循原则/委内瑞拉/中国/欧洲/美国/南海/南沙/南沙群岛
G7外长会联合公报发表涉华言论 外交部回应,http://news.sina.com.cn/c/2019-04-08/doc-ihvhiewr4113282.shtml,中国维护世界和平,国际,规则,体系,基础,联合国,陆慷,七国集团,反对,外交部,成员,陆慷,中国
印媒：印度外交现重大转变 正逐步放弃不结盟政策,http://news.sina.com.cn/o/2018-05-29/doc-ihcffhsu6877003.shtml,中印关系,印度,文章,外交政策,实力,追求,范式,国家,国际,政治,联盟,雅各布/罗兴亚/印以/莫迪/弗拉基米尔普京/张建利,印度/以色列/苏联/新德里/美国/俄罗斯/巴基斯坦/南亚
美官员呼吁所有穆斯林国家谴责中国 外交部回应,http://news.sina.com.cn/c/2019-03-14/doc-ihrfqzkc3917902.shtml,中日关系,中国,中方,关系,发展,美方,中欧,国家,对话,萨尔瓦多,合作,陆慷/盖里尼/王毅/特奥多罗洛钦日/习近平/莫迪/马苏德/印间/萨尔瓦多/萨方/布克尔/默克尔/义凌,布鲁塞尔/中欧/中国/河内/韩国/武汉/美国/伊斯兰/克什米尔/克尔/德国/欧洲
外交部用四个“错”回应美方指责,http://news.sina.com.cn/c/2018-07-18/doc-ihfnsvza1006222.shtml,中美贸易,美国,中国,中方,公平,关税,美方,偷窃,回应,体系,制造,华春莹/彭斯/萨默斯/义凌,美国/中国
美国将华为列入管制清单，外交部：中方将进一步采取必要措施,http://mil.news.sina.com.cn/2019-05-16/doc-ihvhiqax9131931.shtml,中朝关系,美国,中国,中方,公平,关税,美方,偷窃,回应,体系,制造,,
华为CFO孟晚舟被捕，外交部一连回应9个问题,http://mil.news.sina.com.cn/2018-12-06/doc-ihprknvt4653808.shtml,孟晚舟事件,中方,拘押,中国,加拿大,加,孟晚,当事人,美方,华为公司,理由,耿爽/孟晚/莎莎,中国/北京/加拿大/伊朗/温哥华
美出台价值3.3亿美元对台军售计划？外交部回应,http://news.sina.com.cn/c/gat/2018-09-25/doc-ifxeuwwr8059622.shtml,中美关系,台湾,军售,反对,美方,中国,武器,出售,中方,美国,损害,耿爽/武计划/陆慷/任国强,美国/台湾地区/台湾/中国/大陆
加拿大前外交官康明凯被拘 他曾在中国做过这些事,http://news.sina.com.cn/c/2018-12-12/doc-ihmutuec8625484.shtml,中国领事活动,中国,组织,加拿大,国际,康明凯,拘留,危机,外交官,拉迪诺,西藏,赵萌/高语阳/康明凯/陆慷/特鲁多/古德尔/胡舒立/王缉思/彭定康/加雷思埃文斯/雅江/张国斌/格林/关贵海/归泳涛/马修李/拉迪诺/马修,中国/加拿大/北京/中华人民共和国/香港/东北亚/日本/朝鲜半岛/非洲/朝鲜/阿尔及利亚/澳大利亚/哥伦比亚/德国/印度/印度尼西亚/意大利/以色列/利比里亚/荷兰/挪威/瑞典/西藏/拉萨/俄罗斯/韩国/华北/美国/美利坚合众国/伊朗
外交部怼联合国高级专员 这国网友齐呼:感谢中国,http://news.sina.com.cn/c/nd/2018-03-13/doc-ifyscsmv2581197.shtml,俄罗斯新闻,菲律宾,联合国,人权,中国,特尔特,杜,国际,总统,支持,中国外交部,陆慷/特尔特/高专/维多利亚托利科普/扎伊德/基利/富兰克林德里/苏晓晖/小锐/傅聪/张迪,中国/菲律宾/马尼拉/美国/中菲/马拉维/高度肯定/瑞士
中国外交部郑重发声：“让步2000亿”传言不实!,http://news.sina.com.cn/w/2018-05-18/doc-ihaturfs1478600.shtml,记者提问美方,磋商,中方,中美,关切,解决,陆慷,早晨,消息,西方,媒体,陆慷,西方/中国
这张别国外交官的照片刷屏了！“似曾相识”的故事还有很多……,http://news.sina.com.cn/o/2018-04-16/doc-ifyuwqfa2035556.shtml,英国新闻,叙利亚,美国,战争,伊拉克,袭击,化学武器,发动,历史,联合国,波兰,贾法里/阿萨德/鲍威尔/萨达姆/马多克斯特纳乔伊/波德/格莱维茨/阿尔弗雷诺约克斯/莱因哈特海德里希海因里希穆勒/牟田口/特朗普/国之/徐惠喜/胡达,叙利亚/美国/伊拉克/北部湾/东京湾/东京/越南/德国/波兰/纽伦堡/北平/西南/卢沟桥/中国/俄罗斯/欧洲/中东
中方从早到晚对被押加公民进行询问？外交部回应,http://news.sina.com.cn/c/2018-12-21/doc-ihmutuee1463231.shtml,企业合作,中国,中方,美方,合作,美国,世界,领域,报道,网络安全,稳定,华春莹/彭博/亚马逊/康明凯/普京/习近平/国元首/阿人/金明,中美合作/中国/美国/高度肯定/叙利亚/阿富汗/新疆/北京/产业园/加大力度/布宜诺斯艾利斯/越南/海南岛
李保东不再担任外交部副部长 张军、张汉晖任部长助理(图|简历,http://news.sina.com.cn/c/2018-05-17/doc-iharvfhu4492705.shtml,外交部,外交部,国际,特命全权大使,中国,生,担任,北京,李保东,硕士,部长,李保东/张军张/张军月/张汉晖,中国/北京/哈萨克斯坦共和国/北京市/黑龙江/美利坚合众国/赞比亚共和国/瑞士
加担忧前外交官在华被拘 称无迹象显示与华为有关,http://news.sina.com.cn/c/2018-12-12/doc-ihqackaa4481057.shtml,中国领事活动,加拿大,组织,担任,中国,国际,担忧,危机,全球,德勒,消息,张骜/康明凯/拉尔夫古德尔/古德尔/德勒/彭定康/加雷思埃文斯,加拿大/东北亚/中国/温哥华/北京/香港/日本/朝鲜半岛/澳大利亚
本周外交部记者会华春莹连“怼”五天，引起极度舒适,http://news.sina.com.cn/o/2018-12-23/doc-ihqhqcir9560772.shtml,孟晚舟事件,中国,华春莹,美国,公民,媒体,新疆,加拿大,报道,外交部,美方,孟晚/华春莹/瓦罗/习近平/博尔顿/康明凯/卢比奥/康明凯迈克尔,中国/加拿大/美国/非洲/中非/新疆
呵呵 | 蔡英文称不与大陆竞争“金钱外交”，华春莹回了两个词！,http://mil.news.sina.com.cn/2018-05-29/doc-ihcffhsv1719480.shtml,中湾关系,中国,布基纳法索,国家,世界,国际,正确,原则,发展,外交部,友好,华春莹/布方/卡里姆/卡博雷,中国/布基纳法索/大陆/台湾/中华人民共和国/中非
美国军舰再穿台湾海峡 国防部外交部相继作出回应,http://news.sina.com.cn/c/2018-11-29/doc-ihpevhcm3292096.shtml,中美关系,台湾海峡,美军,美国,台湾,美国军舰,航母,舰,发言人,航行,中美,李司/耿爽/罗根/斯托克代尔/科斯/印太/戴夫沃纳/沃纳/蒂斯威尔/斯汀本福德/华春莹/郭媛丹/任国强/马斯廷本福德/柯蒂斯威尔威尔/华盛顿/李登辉/尼米兹/里根/彭博社/张申,台湾海峡/中国/美国/台湾/东北/西南/辽宁/北京/大陆/日本/香港/美中/南海
蔡英文出访将“过境”美国 我外交部回应,https://mil.news.sina.com.cn/dgby/2019-03-21/doc-ihsxncvh4422138.shtml,中湾关系,英文,过境,中国,太平洋,耿爽,邦交国,马绍尔群岛,台湾当局,台湾,永续,耿爽/徐斯俭/帕劳/索罗门/蔡英文,台湾地区/夏威夷/中国/美国/太平洋/瑙鲁/台湾/基里巴斯
加拿大前外交官康明凯被拘 他曾在中国做过这些事,http://mil.news.sina.com.cn/china/2018-12-13/doc-ihqackaa8299683.shtml,中国领事活动,中国,组织,加拿大,国际,康明凯,拘留,危机,外交官,拉迪诺,西藏,康明凯/赵萌/高语阳/陆慷/特鲁多/古德尔/胡舒立/王缉思/彭定康/加雷思埃文斯/雅江/张国斌/格林/关贵海/归泳涛/马修李/拉迪诺/马修,中国/加拿大/北京/中华人民共和国/香港/东北亚/日本/朝鲜半岛/非洲/朝鲜/阿尔及利亚/澳大利亚/哥伦比亚/德国/印度/印度尼西亚/意大利/以色列/利比里亚/荷兰/挪威/瑞典/西藏/拉萨/俄罗斯/韩国/华北/美国/美利坚合众国/伊朗
这张别国外交官的照片刷屏了！网友感叹：弱国无外交,http://news.sina.com.cn/o/2018-04-16/doc-ifyuwqfa2081845.shtml,英国新闻,叙利亚,美国,联合国,美英,调查,打击,中国,贾法里,袭击,化武,古塔/杜马/贾法里/巴沙尔贾法里/征祥/鲍威尔/拉夫罗夫/蓝梦灵,叙利亚/美国/英国/中国/法国/俄罗斯/西方/伊拉克/哈萨克斯坦/埃塞俄比亚/荷兰/瑞典/科威特/科特迪瓦
外交部：不会拿一中原则做交易，所谓中国大陆进行“金钱外交”纯属污蔑,http://news.sina.com.cn/c/2018-05-29/doc-ihcffhsv1132287.shtml,中湾关系,中国,布基纳法索,国家,世界,国际,原则,正确,发展,友好,共识,华春莹/布方/卡里姆/卡博雷,中国/布基纳法索/大陆/台湾/中华人民共和国/中非
2017外交部十大经典成语回应，很硬气！,http://mil.news.sina.com.cn/2017-12-19/doc-ifyptfcn2289296.shtml,记者提问美方,中国,回应,外交部,发言人,中方,希望,耿爽,国家,交界,世界,王毅/萨德/韩方/陆慷/耿爽/吉姆马/米之远/成三国/印洞朗/华春莹,中国/韩国/日本/英国/济州岛/印度/锡金/巴拉圭/美国/南海
中国外交部对澳大利亚的这个回应 简直“嘲讽满点”,http://mil.news.sina.com.cn/2017-12-13/doc-ifyptfcn0006482.shtml,记者提问美方,评论,内政,澳大利亚,议员,国家,中国,干涉,中方,政治,邓森,邓森/陆慷,澳大利亚/中国/西方
印媒质疑中巴经济走廊围堵印度 王毅这样回应,http://news.sina.com.cn/c/2017-12-27/doc-ifyqchnr6095123.shtml,经济发展,阿富汗,中国,经济,地区,巴基斯坦,走廊,中巴,对话,印度,国家,王毅/徐伟/候涛/拉巴尼/阿西夫/阿人/巴控/彭博社/阿巴/特朗普/张岩,印度/巴基斯坦/阿富汗/中国/北京/西方/中亚/西亚/伊朗/南亚/美国/喀布尔/中国地区/西北
王毅谈今年外交设想：着力打造外交服务国内发展的三大平台,http://mil.news.sina.com.cn/2019-03-08/doc-ihsxncvh0839911.shtml,中朝关系,阿富汗,中国,经济,地区,巴基斯坦,走廊,中巴,对话,印度,国家,,
这些国家刚和台湾“断交” 美就召回大使级外交官,http://news.sina.com.cn/c/2018-09-08/doc-ihiixzkm6213381.shtml,中湾关系,美国,巴拿马,美国国务院,断交,召回,萨尔瓦多,多明尼加,外交官,代办,多米尼加共和国,萨尔瓦多/诺尔/伯恩斯坦萨尔瓦多/恩斯/康若珊/义凌,美国/多米尼加共和国/巴拿马/中国/台湾省/多明尼加/中美洲/加勒比地区/台湾
外交部三位主要官员有一个共同背景,http://news.sina.com.cn/c/2019-05-07/doc-ihvhiqax7231674.shtml,外交部,张骥,部长,领域,外交部,工作,担任,中国,外交,官员,助理,董鑫赵/张骥/王毅/齐玉/王超/郑泽光/孔铉/秦刚张/陈晓东/张军刘/张汉晖/刘显法/张业遂/曹白隽/素人刘,惠来/湖北/荆门/武汉/北京/华东/洛杉矶/拉各斯/中国/瑞士
王毅：明年推动中国外交展现新气象，体现新担当,http://mil.news.sina.com.cn/2017-12-25/doc-ifypxmsr0236926.shtml,中朝关系,张骥,部长,领域,外交部,工作,担任,中国,外交,官员,助理,,
这张叙利亚外交官的照片 深深戳中了中国人的痛处,http://news.sina.com.cn/o/2018-04-15/doc-ifyuwqfa1691123.shtml,英国新闻,代表,美国,联合国,图片,伊拉克,叙利亚,摄于,显示,调查,提到,巴沙尔贾法里/贾法里/霍宇昂,叙利亚/美国/伊拉克
秦刚履新外交副部长 任发言人时犀利回应挑衅提问,http://news.sina.com.cn/c/2018-09-08/doc-ihiixyeu4909703.shtml,脱欧事件,中国,秦刚,外交部,国家,回应,礼宾司,提问,外交,机场,评价,秦刚/奥巴马/安倍晋三/普京/彭林/习近平/习主席/默克尔/绍尔/秦刚月/员三秘/义凌,中国/美国/日本/杭州/厦门/青岛/中非/北京/俄罗斯/德国/中华人民共和国/西欧/大不列颠/爱尔兰
暴露了的外交部又发声了。,http://mil.news.sina.com.cn/2018-12-24/doc-ihmutuee2283283.shtml,孟晚舟事件,中国,加,和平,美方,中方,美国,国家,公民,加拿大,缅甸,华春莹/康明凯迈克尔/于理/孟晚/维基/萨尔瓦多,加拿大/中国/英国/美国/多国/乌克兰/缅北/缅甸
中国搞金元外交？中方:钱可以买当初就不会断交,http://news.sina.com.cn/o/2018-09-01/doc-ihinpmnr1909032.shtml,中非合作,中国,断交,非洲,当初,台湾,建交,金元外交,语,董鑫高,北青报,董鑫高/金明,中国/非洲/中非/北京/布基纳法索/台湾/大陆
哈佛大学教授：特朗普“傲慢外交”削弱美国软实力,http://mil.news.sina.com.cn/dgby/2019-05-13/doc-ihvhiqax8420453.shtml,美国报道,实力,文章,美国,外交,吸引力,特朗普,信息,网站,政策,政治,约瑟夫/特朗普/唐纳德特朗普/米克马尔瓦/马尔瓦/詹姆斯马蒂斯/亨利基辛格/阿布格里,美国/波特兰/伊拉克
周边 | 重大转变！印度外交逐步放弃不结盟政策转而寻求——,http://mil.news.sina.com.cn/2018-05-29/doc-ihcffhsu6877163.shtml,中印关系,印度,文章,外交政策,实力,追求,范式,国家,美国,国际,政治,雅各布/罗兴亚/印以/莫迪/弗拉基米尔普京,印度/以色列/难民营/苏联/新德里/美国/俄罗斯/巴基斯坦/南亚
这位外交官占天时地利人和 能否成王毅外长接班人,http://news.sina.com.cn/c/zs/2018-04-02/doc-ifysvpta2482788.shtml,外交部,玉成,中国,外交部,大使,外交官,担任,工作,外交,外长,印度,王毅/张业遂/王超年/马朝旭/秦刚/陈晓东/习近平/普京/李辉/乐玉成/张德/李辉现/程国平/周力/杨洁篪/胡锦涛/乐玉/唐家璇/李肇星/义凌,上海/中南海/中国/哈萨克斯坦/印度/欧洲/美国/惠来/江苏/扬州/前苏联/俄罗斯/苏联/东欧
改革WTO大国展开“外交战”  中方：不能另起炉灶推倒重来,http://mil.news.sina.com.cn/2018-09-28/doc-ihkmwytp5885462.shtml,中美贸易,改革,贸易,中国,美国,成员,欧盟,特朗普,世贸组织,联合,规则,陈欣美/彭博社/马克范赫克伦/吕克德玛提/王受/特朗普/赫克伦/欧则/马克/沃斯金,德国/北京/中国/美国/中欧/加拿大/纽约/日本/香港/欧洲
提气 2018年中国外交部精彩回应,http://news.sina.com.cn/c/2018-12-14/doc-ihqackac5102250.shtml,记者提问美方,回应,时而,不卑不亢,有理有据,外交,事件,大国,发生,世界,外交部,,中国
美国著名外交政策专家：美国与俄和解 联合对付中国,http://mil.news.sina.com.cn/china/2019-05-09/doc-ihvhiqax7519395.shtml,美国报道,美国,文章,中国,俄罗斯,克里姆林宫,观点,地区,班多,中亚,指出,班多/奥巴马/特朗普/华盛顿,俄罗斯/克里姆林宫/美国/中国/莫斯科/中亚/北京/欧洲/北极
"加总理称中国""不尊重外交豁免权"" 中方:贻笑大方",http://news.sina.com.cn/o/2019-01-14/doc-ihqfskcn7048702.shtml,孟晚舟事件,中国,康明凯,特鲁多,加拿大,外交,豁免权,享有,华春莹,加,护照,特鲁多/康明凯/王慧/华春莹/华是/里贾纳/管孟晚/孟晚/赵朴/陆慷/吴金明,加拿大/中国/维也纳/美国/温哥华/图尔
外交部批驳瑙鲁“拙劣闹剧” ：奉劝瑙鲁认清大势，纠正错误,http://mil.news.sina.com.cn/2018-09-06/doc-ifxeuwwr4180529.shtml,中湾关系,瑙鲁,论坛,台湾,会议,中国,国家,中方,太平洋,瓦卡,岛国,陈欣本/华春莹/瓦卡/麦克莱伦/泰勒/帕劳/吴钊燮,澳大利亚/太平洋/瑙鲁/中国/台湾/斐济/新西兰/中非/北京/大陆/基里巴斯/所罗门群岛
国关读书会｜三种“温度”的和平：哪种才是中国外交的支轴？,http://news.sina.com.cn/o/2018-06-16/doc-ihcyszsa2879569.shtml,中朝关系,瑙鲁,论坛,台湾,会议,中国,国家,中方,太平洋,瓦卡,岛国,,
美国务卿扬言将对华采取更强硬手段 我外交部回应,http://mil.news.sina.com.cn/2018-06-19/doc-iheauxvz7735347.shtml,中美贸易,中方,美方,人民,经济,做法,利益,贸易战,发言人,捍卫,伤害,耿爽,美国
