title,url,module,key1,key2,key3,key4,key5,key6,key7,key8,key9,key10,name,place
李稻葵谈中美贸易战：美国是对全球生产价值链“开刀”,http://www.chinanews.com/gn/2019/06-13/8863858.shtml,全球贸易发展,中美,全球,价值链,开刀,经贸关系,谢艺观,清华大学,中国,远,经济,谢艺观/李稻葵/穆特霍利,北京/中国/美国
捷克众议院副议长：中美经贸摩擦不会影响捷克企业与中国合作意愿,http://www.chinanews.com/gn/2019/06-11/8861502.shtml,中国发展,中国,捷克,合作,国家,菲利普,美国,摩擦,美国政府,措施,企业,杨晓红/沃伊捷/菲利普,布拉格/捷克/摩拉维亚/中国/欧洲/美国
5月我国出口小幅反弹 稀土出口环比下降16%,http://www.chinanews.com/cj/2019/06-11/8860961.shtml,我国增加外贸,出口,下降,我国,稀土,进口,中国,增长,数据,影响,大豆,华鑫/彭波/白明/潘亦纯,中国/美国
上月我国稀土出口较4月下降16%,http://www.chinanews.com/cj/2019/06-11/8860964.shtml,我国增加外贸,我国,显示,进出口,总值,外贸,下降,增长,同比,数据,贸易,张钦,美国/东盟/日本/中欧
6月降准会来吗？央行7100亿巨量投放 背后信息量很大,http://www.chinanews.com/cj/2019/06-11/8860994.shtml,人民币汇率,央行,货币政策,降,流动性,准,市场,政策,利率,降息,中小银行,董湘/王潮/季末/易纲/彭博社/鲍威尔/杨业/温彬/张义华/董希淼/姜超,中国/澳洲/印度/美国/西南/日本
感谢美国政客让中国青年更明白奋斗的意义,http://www.chinanews.com/gn/2019/06-11/8861006.shtml,中国面临挑战,奋斗,艰苦奋斗,美国,政客,中国,明白,道理,贸易摩擦,国家,意义,,美国/中国
前5月货贸进出口总值12.1万亿元 同比增4.1%,http://www.chinanews.com/cj/2019/06-11/8861023.shtml,我国增加外贸,外贸,我国,发展,增长,出口,贸易,环境,进口,加快,进出口,李魁文/张建平,中欧/东盟/美国/综合保税区/中国/加大力度
摒弃“恐美崇美”心态,http://www.chinanews.com/gn/2019/06-11/8861039.shtml,中国面临挑战,中国,人民,发展,崇美,美国,恐,精神,面对,美方,坚强,崇美/仇华/习近平,中国/西方/朝鲜/鸭绿江/美国
媒体评中美贸易争端：美国农民“耐心正在丧失”,http://www.chinanews.com/cj/2019/06-11/8861046.shtml,美国增加关税,美国,贸易,关税,中国,农民,经济,政策,争端,大豆,采访,吴乐珺/比斯马克/玛丽罗斯/玛丽/罗伯/农耕耘/戴夫/华盛顿/约翰斯多夫/德洛,美国/堪萨斯/堪萨斯城/农场/西方/伊利诺伊州/中国/肯塔基州/威斯康星州/艾奥瓦州/白宫/蒙上
外交部就美国计划向台湾出售武器、5G商用牌照等答问,http://www.chinanews.com/gn/2019/06-06/8858132.shtml,大陆与台湾,战略,稳定,国际,发展,中方,合作,中国,领域,大国,维护,坦克/习近平/国元首/韩方/策元首/特朗普/普京,美国/台湾/中国/莫斯科/俄罗斯/中华人民共和国/中俄/沙特阿拉伯/中沙/韩国/大阪/华中
这8组数据告诉你美国“吃亏”论为什么站不住脚,http://www.chinanews.com/gn/2019/06-06/8858145.shtml,美国增加关税,美国,贸易逆差,数据,吃亏,报告,成因,本质,对华贸易,到底,中国商务部,,美国
中国商务部报告：美国在中美经贸合作中获益巨大,http://www.chinanews.com/cj/2019/06-06/8858118.shtml,美国增加关税,经济,美国,报告,经贸合作,指出,互利合作,就业,市场,吃亏,美方,李晓喻,北京/美国/中国
国际锐评：算算细账，美国“吃亏论”完全站不住脚,http://www.chinanews.com/gn/2019/06-06/8858182.shtml,美国增加关税,美国,中国,贸易,国际,美方,贸易逆差,逆差,分析,中方,中美,史蒂芬罗奇,中国/美国/日本/加拿大/韩国/瑞士/挪威/新西兰/巴西/墨西哥/印度
商务部密集回应中美贸易摩擦：重大原则问题上不会让步,http://www.chinanews.com/gn/2019/06-06/8858172.shtml,中美谈判,美方,中方,美国,中国,企业,磋商,贸易,经贸合作,关税,商务部,赵隽/彭斯特朗普/须系铃/特朗普/泱波,美国/中国/巴西/阿根廷/西班牙/加拿大/英国/荷兰
中方：美国名校录取中国学生数量和往年大体相当,http://www.chinanews.com/gn/2019/06-03/8855098.shtml,中美贸易战,学生,中国,莱斯,大陆,高校,美国,海燕,留学,校长,耶鲁大学,续梅/莱斯,中国/大陆/美国
广东省长：中美经贸摩擦对广东影响总体可控,http://www.chinanews.com/gn/2019/06-03/8855176.shtml,技术创新推动企业发展,广东,马兴瑞,创新,企业,推动,发展,鼓励,研究,基础,影响,蒋涛/马兴瑞,北京/广东/广东省/中国
贸易战里的美国格局：利益面前，万般皆下品,http://www.chinanews.com/gn/2019/06-03/8855240.shtml,中西合作,美国,中国,华为,国际,企业,国家,学术,当局,底线,科技,刘欣/福克斯/里根/特斯拉特斯拉/特斯拉/任正非/令于/埃默里/李晓江/李世华/曾于/奕群/阿尔斯通高/孟晚/刘斯郎,美国/中国/西方/欧洲/意大利/匈牙利/英国/德国/上海/美利坚/法国
人民日报：科学不是自私自利的享乐,http://www.chinanews.com/gn/2019/06-04/8855333.shtml,中国发展,中国,美国,学生,学者,赴美,教育,美方,交流,中方,技术,莱斯,美国/中国/好莱坞
专家解读发布赴美留学预警的背景和影响,http://www.chinanews.com/gn/2019/06-04/8855334.shtml,中美贸易战,学生,美国,中国,教育,交流,留学,赴美,学者,留学人员,合作,怀友好/续梅/莱斯/梅莱斯,美国/中国/大陆
债务不是“陷阱”，偏见才是,http://www.chinanews.com/cj/2019/06-04/8855372.shtml,中西合作,中国,建设,债务,国家,美国,基础设施,国际,经济,研究,铁路,郭岩婧/阿玛达/佩奥/蒂格/努尔艾哈迈德,北极/中国/西方/美国/俄罗斯/北极圈/工业园区/非洲/亚的斯亚贝巴/马尔代夫/马累/肯尼亚/乌兹别克斯坦/偏远地区/博拉/斯里兰卡/巴基斯坦
尼泊尔农工党主席：中国对中美经贸摩擦的态度很成熟,http://www.chinanews.com/gj/2019/06-04/8855515.shtml,中国发展,中国,摩擦,尼泊尔,切,比久,中美,国际,立场,令人信服,民众,张晨翼/巴德,加德满都/尼泊尔/中国/美国/印度
美方行为正使中美教育合作遭遇寒流,http://www.chinanews.com/gn/2019/06-04/8855682.shtml,中国发展,中国,交流,学生,美国,教育,合作,赴美,中美,留学,国,莱斯/续梅/怀友好/袁明/叶雨婷,美国/中国/大陆/燕京/北京
美中合作委员会会长：贸易保护主义无法解决经贸摩擦,http://www.chinanews.com/gn/2019/06-04/8855872.shtml,中国发展,范波,美国,解决,合作,中国,摩擦,贸易,经济,中美,中美关系,范波/高路刘,休斯敦/美国/中国/北京
港台媒体评贸易摩擦：多边互利VS“美国优先” 中美高下立判,http://www.chinanews.com/tw/2019/06-04/8855945.shtml,美国增加关税,美国,中国,贸易摩擦,白皮书,全球,大陆,经济,香港,评论,企业,张宇/张燕生/特朗普华盛顿/特朗普/摩根士丹利/张斌,中国/美国/北京/香港/台湾/华尔街/福州/大陆
商务部发布报告驳斥美方对华贸易“吃亏”论,http://www.chinanews.com/gn/2019/06-06/8858229.shtml,美国增加关税,报告,美国,美方,经贸合作,对华贸易,逆差,吃亏,对华,经济,贸易,,北京/美国/法国/中国
郭树清：美国从中美经贸往来中得到的好处，相当于从一头牛身上剥下了许多张皮,http://www.chinanews.com/gn/2019/06-06/8858257.shtml,中国经济发展,中国,美国,市场,金融,经济,企业,汇率,风险,人民币,产品,郭树清/肖远企/欧美总/保理/叶公好龙/渡边太太/陆敏,美国/德国/日本/亚洲/中国/印度/越南/印尼/菲律宾/孟加拉
前四个月中国自美国进口大豆下降逾70% 猪肉进口缩水过半,http://www.chinanews.com/cj/2019/06-06/8858261.shtml,我国增加外贸,中国,增长,贸易,高峰,进口,同比,数据,猪肉,下降,新闻,李晓喻,北京/中国/巴西/阿根廷/西班牙/加拿大/英国/荷兰/东盟/日本
白俄罗斯经济学家科瓦廖夫：美国对中国发起贸易战会抑制世界经济增长,http://www.chinanews.com/gn/2019/06-06/8858282.shtml,贸易摩擦带来的全球影响,中国,美国,世界,科瓦廖夫,经济,贸易摩擦,增长,经济学家,企业,白俄罗斯,科瓦廖夫/魏忠杰/李佳/廖夫,美国/中国/白俄罗斯/明斯克
前5月进出口总值同比增长4.1% 外贸稳中提质趋势不改,http://www.chinanews.com/cj/2019/06-11/8861133.shtml,我国增加外贸,外贸,我国,增长,贸易,发展,进出口,经济,中国,总值,出口,李魁/杨长,中国/东盟/美国/日本/中欧
油价年内最大降幅来袭 汽油将重返“6元时代”,http://www.chinanews.com/cj/2019/06-11/8861253.shtml,人民币汇率,原油,国内,汽油,成品油,下调,美国,卓创,大幅,调价,扬子晚报,徐兢/卓创/臧文刚,江苏/美国/墨西哥
前5月中国进出口总值同比增长4.1% 外贸稳中提质趋势不改,http://www.chinanews.com/cj/2019/06-11/8861407.shtml,我国增加外贸,外贸,我国,增长,贸易,发展,经济,进出口,中国,出口,持续,李魁/杨长/顾阳,中国/东盟/美国/日本/中欧
麻辣财经：缩小贸易逆差，美“关税大棒”无效！,http://www.chinanews.com/cj/2019/06-11/8861572.shtml,我国增加外贸,外贸,贸易,中国,发展,我国,增长,进出口,出口,美国,市场,张建平/李丽辉,中国/美国/中欧/东盟/日本/综合保税区/加大力度
“逆势”增长4.1%，中国外贸稳中有进,http://www.chinanews.com/cj/2019/06-11/8861860.shtml,我国增加外贸,中国,外贸,总值,发展,世界,增长,进出口,持续,能力,贸易,王孝松/孟庆川,连云港/中国/美国/东盟/日本/中欧
科创板第二批过会企业研发投入营收占比不及首批,http://www.chinanews.com/sh/2019/06-12/8862031.shtml,华为,企业,创,股份,产品,微,纳,客户,收入,问询,研发,全过/福光/华兴源/创创/泰科/陈文源/夏普/华兴创/微芯/安讯士/兴杭/康缘/成渝多/杭可/南微/技光/乐鑫/安恒/瑞新材/张茜/代持/孙仕中/昌根/权孙仕/尚昌根/方平/孙仕/中和尚/昌根代/顾志娟,福建/苏州/烟台/日本/江苏/山东/大通/厦门/中国/安徽/四川/潍坊/杭州/广东/珠江/美国/兴源/开发区
记者调查：关税令美自行车产业举步维艰,http://www.chinanews.com/gj/2019/06-12/8862686.shtml,美国增加关税,美国,中国,自行车,关税,制造业,贸易,生产,加征,进口,厂商,华盛顿/令美/孙丁/熊茂伶/胡友松/阿诺德卡姆/卡姆/扎卡里帕沙克/沙克/基特/埃里克赫斯特/鲍勃马格维丘斯/马格维丘斯/卡姆勒/萨克,美国/中国/美国纽约/南卡罗来纳州/密歇根州/底特律/英国
外交部就中哈关系未来发展、半岛问题解决前景等答问,http://www.chinanews.com/gn/2019/06-12/8862988.shtml,大陆与台湾,经济,中国,中方,总统,美国,香港,合作,美方,关系,香港特区政府,耿爽/胡春华/菲利普/王毅/瓦利德阿利日/郑月/卡耶夫/习近平/张建宗/佩洛西/博尔顿/中叙/阿利/普京/特朗普,英国/哈蒙德/阿拉伯叙利亚共和国/哈萨克斯坦/中国/香港/美国/俄罗斯/朝鲜/德州/伊拉克/新加坡/太平洋/叙利亚/圣彼得堡/印度/大阪
中方：任何试图挑拨中俄关系的图谋都不会得逞,http://www.chinanews.com/gn/2019/06-12/8863006.shtml,大陆与台湾,总统,普京,经济,耿爽,世界,俄罗斯,国际,谚语,提问,中国,黄钰钦/宋蕙/耿爽/普京/习近平,北京/俄罗斯/圣彼得堡/中国/美国
中国力促进出口多元化 要“全球卖”也要“全球买”,http://www.chinanews.com/cj/2019/06-12/8863087.shtml,中国经济发展,中国,多元化,市场,出口,进口,发展,国际,企业,进出口,国家,泱波/李克强/王孝松/孝松/道坎/白明/赵萍/商签/王受,中国/北京/江苏/连云港/东盟/日本/美国/智利/阿根廷/法国/韩国/瑞士/新加坡/巴基斯坦/以色列/斯里兰卡
重磅|AI大数据智慧农业的商业蝶变,http://www.chinanews.com/business/2019/06-13/8863563.shtml,技术创新推动企业发展,农业,产业,沈红兵,玉米,智慧,森,禾智慧,模式,数据,种植,沈红兵/禾智慧/金穗/冯岩/张钦程/禾万/田智慧,克拉玛依/新疆/新疆地区/克拉玛依市/北京/昆仑/长江/多维度/中国
久欣投资品牌发布暨久欣投资2019资产配置高峰论坛在上海成功举办,http://www.chinanews.com/business/2019/06-13/8863622.shtml,政府政策,投资,中国,财富,欣,管理,久,资产,配置,经济,行业,愈愈/殷豪文/松祚/特朗普/班农/秦朔,中国/上海/苏州/杭州/武汉/郑州/兰州/北京/天津/深圳/南京/成都/宁波/陆家嘴/美国/难民营/德国/日本/印度/澳大利亚/亚太区
中国学者澄清中美经贸摩擦三大误区,http://www.chinanews.com/cj/2019/06-13/8864218.shtml,中国经济发展,美国,中国,美方,中美,经济,全球,摩擦,贸易,研究院,发展,王恩博/阮宗泽/贾康/吴晓求/特朗普/李稻葵/穆特霍利/鞠建东,中国/北京/美国/长白/华尔街
学者：美国破坏中美经贸关系是对全球生产价值链“开刀”,http://www.chinanews.com/cj/2019/06-13/8864296.shtml,全球贸易发展,美国,中国,全球,中美,经济,贸易,贸易逆差,国家,价值链,合作,谢艺观/白重恩/刘涛/许宪春/李稻/穆特霍利/鞠建东/白重/阮宗泽/薛澜,北京/美国/中国/长白/欧洲
中美经贸问题上，美国犯了哪些错？,http://www.chinanews.com/gn/2019/06-13/8864312.shtml,全球贸易发展,美国,中国,全球,经济,价值链,贸易逆差,指出,技术,国家,体系,特朗普/李颖/穆特霍利/李稻葵/关键美/阮宗泽/吴晓求/彼得森/薛澜/白重/鞠建东/雷曼/秋霞,美国/中国/欧洲/长白/华尔街
新华国际时评：“美国受损”才是真相,http://www.chinanews.com/gn/2019/06-13/8864320.shtml,美国增加关税,美国,关税,美方,中国,贸易战,加征,受损,美国政府,贸易,经济,乔继红/郑汉根/齐皮杜瓦尔/特朗普/华盛顿/加里夏皮罗/拉德福德朗,美国/北京/中国/农场/德国/英国
辛识平：再三威胁不是化解僵局的正确态度,http://www.chinanews.com/gn/2019/06-13/8864325.shtml,中美谈判,美方,美国,中方,威胁,磋商,贸易战,国际,原则,达成协议,中国,辛识平,北京/大阪/美国/中国
美国挑起经贸摩擦，最大受害者是全世界,http://www.chinanews.com/gn/2019/06-14/8864504.shtml,全球贸易发展,美国,中国,摩擦,经济,挑起,中美,清华大学,国家,全球,贸易,李稻葵/吴晓求/薛澜/穆特霍利/刘涛/许宪春/阮宗泽/屈信明,美国/中国/长白
一部法案，一通电话和一本书，三任美国总统的选择,http://www.chinanews.com/gn/2019/06-14/8864548.shtml,全球贸易发展,美国,中国,总统,经济,法案,国家,贸易,世界,清华大学,中美,丁飞/胡佛/卡特/李稻葵/阮宗泽/吴晓求/白重/王晶/果或/穆特霍利/李稻/果远超/特朗普/亚马逊/吉米卡特,北京/美国/中国/长白/日本/佐治亚州
马来西亚政党人士：美方应展示诚意解决中美贸易摩擦,http://www.chinanews.com/gj/2019/06-14/8864801.shtml,中国发展,中国,郑立,贸易摩擦,中美,贸易,美方,自由贸易,马来西亚,中方,推动,郁玮/郑立/郑立慷/马方,吉隆坡/马来西亚/吉隆/美国/中国/中马
【金沙滩】中美经贸摩擦的这些问题你真的清楚吗？（之十）,http://www.chinanews.com/gn/2019/06-14/8864932.shtml,企业影响与措施,经济,中国,发展,增长,我国,摩擦,优势,影响,挑战,投资,,中国/美国
周小川：贸易摩擦可能再度触发全球多个国家汇率竞争性贬值,http://www.chinanews.com/cj/2019/06-14/8864952.shtml,贸易摩擦带来的全球影响,周小川,贸易,贸易摩擦,很大,政策,全球,发展,金融,宏观政策,贬值,缪璐/周小川/关关,上海/陆家嘴/中国
金砖国家新开发银行行长：中美贸易摩擦将加速人民币国际化进程,http://www.chinanews.com/cj/2019/06-14/8864980.shtml,人民币汇率,卡马,上海,人民币,货币,金砖,开行,全球,发展中国家,发展,国家,缪璐/卡马,上海/陆家嘴
财经观察：贸易政策“猛于虎” 美国企业苦难堪,http://www.chinanews.com/cj/2019/06-14/8865052.shtml,美国增加关税,美国,企业,关税,贸易,美国政府,政策,加征,经济,中国,显示,华盛顿/许缘/特朗普/摩根/杰米戴蒙/康明斯/洛林哈钦森,美国/中国/大通
外交部就胡塞武装袭击民用机场、海湾地区紧张局势等答问,http://www.chinanews.com/gn/2019/06-14/8865190.shtml,大陆与台湾,中方,中国,香港,国家,事务,情况,访问,海湾地区,邀请,稳定,耿爽/郭声琨/王毅/玛丽亚费尔南埃斯皮诺萨日/胡塞/沙特/习近平/哈尼/鲁哈尼/伦科夫/普京/安代/帕特鲁舍夫/黑手/刘晓明/高专/巴切莱特,俄罗斯/葡萄牙/伊朗/阿曼/也门/美国/中国/中东/比什凯克/新疆/圣彼得堡/香港/韩国/南海/越南/沙市/永兴岛/人民医院/英国/西方/中国香港特别行政区
中方回应海湾地区紧张局势：望各方通过对话协商妥善解决分歧,http://www.chinanews.com/gn/2019/06-14/8865322.shtml,大陆与台湾,中东,海湾地区,中,中方,国家,地区,利益,中国,维护,紧张局势,黄钰钦/宋蕙/耿爽,北京/中东/美国/中国
李荣民建议台企台商“两岸经济合作要做加法”,http://www.chinanews.com/tw/2019/06-15/8865443.shtml,政府推动企业发展,大陆,合作,经济,台商,发展,企,台湾,两岸,带来,贸易摩擦,李荣民/利基,台北/台湾/大陆/香港/美国
澳前总理陆克文：中国已表明不会在贸易谈判“红线”问题上让步,http://www.chinanews.com/gj/2019/06-15/8865725.shtml,中美贸易战,中国,美国,谈判,陆克文,红线,特朗普,协议,达成协议,澳大利亚,政策,陆克文/陶社兰/特朗普,澳大利亚/中国/北京/美国
两岸工商界共探经贸融合发展新路径,http://www.chinanews.com/tw/2019/06-15/8865751.shtml,政府推动企业发展,两岸,发展,合作,融合,交流,厦门,台湾,台胞,论坛,经贸合作,卢鹏/韩景义/台企/李仁祥/陈震,厦门/台湾/大陆/厦门市/福建/闽台
中国人，你为什么这么拼？,http://www.chinanews.com/gn/2019/06-15/8865785.shtml,中国面临挑战,中国,人民,中华民族,美国,得道多助,失道寡助,国,国家,封锁,情怀,毛泽东/司徒雷登/习近平/孟子/黄旭华/毛主席/福克斯/默克尔/道格拉斯卢特/特朗普/赵卯生,中国/美国/西方/峨眉/之本/丰润/日本/英国/哈蒙德/剑桥/延安
经济日报：警惕中美经贸摩擦中的奇谈怪论,http://www.chinanews.com/cj/2019/06-16/8865993.shtml,全球贸易发展,美国,中国,经济,文明,发展,贸易,贸易战,世界,战略,冲突,石建勋/基伦斯金纳/林中国/习近平,美国/中国/白宫/日本/印度/俄罗斯/土耳其/墨西哥/巴西/加拿大/中国海/东盟/朝鲜半岛/苏联/德国/英国/上海市
美国和印度也打起贸易战：“印太”战略被搁置？,http://www.chinanews.com/sh/2019/06-17/8866418.shtml,中美贸易战,印度,特朗普,美国,战略,贸易,莫迪,普惠制,贸易战,印太,关税,特朗普/印太/莫迪/盛佳鹏/怀特/特朗普日/印美/克里什纳/原先/莫迪特朗普,美国/印度/印度洋/亚洲/中国/日美德/伊朗/日本/墨西哥/加拿大/大阪
北斗系统迈入全球时代：将“命脉”牢牢握在自己手里,http://www.chinanews.com/gn/2019/06-17/8866445.shtml,中西合作,北斗,卫星,中国,研制,系统,团队,国产化,时间,导航系统,推进,冉承其/陈吉宁/牛顿/陈忠贵/王平/星载/钟为/谢军/余速/刘家/邱晨辉,中国/美国/俄罗斯/欧洲/北京市/符合中国/地球/北京/泰山
外国政要和知名人士：坚决反对单边主义和贸易保护主义,http://www.chinanews.com/gn/2019/06-17/8866500.shtml,全球贸易发展,美国,中国,经济,世界,发展,贸易,全球,国际,国家,合作,冈萨雷斯/纳吉布/马里奥里奇/多米尼克德维尔/阿德南/拉诺/塔中/穆萨维/瑞斯库普曼/贺南洪/马尔科里奇/穆拉德/达尼图尔克/鲁道夫沙尔平/阿尔乔谢苗诺夫/莫雷诺/特里亚/菲克/米罗诺夫/阿萨/罗曼/阿德南阿克弗拉特/阿纳/威廉阿纳瓦提/蔡华伟,美国/中国/德国/黎巴嫩/阿拉伯/海沙/秘鲁/西方/印度尼西亚/英国/塔吉克斯坦/玻利维亚/南非/柬埔寨/塞尔维亚/地球/多国/斯洛文尼亚/俄罗斯/尼泊尔/欧洲/巴基斯坦/白宫/突尼斯/法特/阿富汗/罗马尼亚/土耳其/华中
人民网评：真是中国高调惹的祸吗？,http://www.chinanews.com/gn/2019/06-17/8866760.shtml,中国面临挑战,中国,美国,厉害,事实,历史,自信,论调,战略,高调,世界,崇美/崇美恐/毛泽东,中国/美国
A股缩量震荡沪指微涨0.2% 医药股表现活跃,http://www.chinanews.com/stock/2019/06-17/8866984.shtml,股市行情,市场,连续,板块,稀土,涨幅,表现,发改委,涨,战略,行情,华润/苏美/孟玮/华泽/安信,焦作/敦煌
对华加税听证会，美企掀反对浪潮,http://www.chinanews.com/gj/2019/06-18/8867724.shtml,美国增加关税,美国,关税,中国,加征,进口,美国政府,特朗普,烟花,经济,贸易,特朗普/佩尔/斯科特戈尔茨坦/华盛顿/威廉莱施/特朗普大/福克斯/穆迪/霍尔茨伊金/查德维克/费尔贝梅尔,中国/新罕布什尔州/小城镇/美国/明尼苏达州/洛杉矶/白宫/墨西哥/越南/英国/肯塔基州/德国/多国/新加坡/怀俄明州/伊朗/基尔
社评：美对华贸易战挑战了中国人权底线,http://www.chinanews.com/gn/2019/06-18/8867728.shtml,美国增加关税,中国,美国,贸易战,发展,世界,希望,经济,对华,关税,愿望,华盛顿,中国/美国/定日
腾讯理财通独家首发：华夏中证AH经济蓝筹指数基金,http://www.chinanews.com/business/2019/06-18/8868088.shtml,企业影响与措施,指数,经济,基金,蓝筹,发展,基,中国,用户,行业,投资,夏中证/腾安/刘明军/巴菲特/樊纲/高配/基民,北京/中国/亚平/香港
走好新时代的长征路：不敢有丝毫自满但怀有无比自信,http://www.chinanews.com/ll/2019/06-18/8868224.shtml,中国面临挑战,中国,中国共产党,人民,自信,中华民族,自满,时代,成就,带领,习近平,习近平/别科夫/许小娟,中国/西藏/比什凯克/吉尔吉斯斯坦
人民网评：中国“委曲”就能“求全”吗？,http://www.chinanews.com/gn/2019/06-18/8868231.shtml,全球贸易发展,中国,美国,发展,委曲,贸易摩擦,资源,高科技,放弃,国家,日本,强秦,中国/美国/俄勒冈州/秦国/日本
外交部就沪伦通启动、美国拟对华加征新关税等答问,http://www.chinanews.com/gn/2019/06-18/8868542.shtml,大陆与台湾,中方,对话,中国,发展,中,合作,国,关系,美国,主席,陆慷/孙春兰/习近平/金正恩/穆尔西/都持/因特尔/德洛/高盛/朝美/维吾尔/特朗普/伦通/胡春华,德国/朝鲜/埃及/中国/美国/越南/白宫/河内/美韩/北京/比利时/新疆/大阪/英国/哈蒙德
美股上扬 道指涨350多点,http://www.chinanews.com/cj/2019/06-19/8868667.shtml,股市行情,市场,股市,当天,美联储,股指,三大,指数,上涨,降息,美国,特朗普/卡特彼勒/鲍威尔,纽约/美国/美中/中国
面对美国贸易霸凌行为 外国政党、政要和知名人士有话说,http://www.chinanews.com/gn/2019/06-19/8868852.shtml,全球贸易发展,美国,中国,经济,世界,发展,贸易,全球,国际,国家,合作,冈萨雷斯/纳吉布/马里奥里奇/多米尼克德维尔/阿德南/拉诺/塔中/穆萨维/瑞斯库普曼/贺南洪/马尔科里奇/穆拉德/达尼图尔克/鲁道夫沙尔平/阿尔乔谢苗诺夫/莫雷诺/特里亚/菲克/米罗诺夫/阿萨/罗曼/阿德南阿克弗拉特/阿纳/威廉阿纳瓦提,美国/中国/密歇根州/底特律/德国/黎巴嫩/阿拉伯/海沙/秘鲁/西方/印度尼西亚/英国/塔吉克斯坦/玻利维亚/南非/柬埔寨/塞尔维亚/地球/多国/斯洛文尼亚/俄罗斯/尼泊尔/欧洲/巴基斯坦/白宫/突尼斯/法特/阿富汗/罗马尼亚/土耳其/华中
华兴源创后来居上拔头筹科创板第一单首选是规范,http://www.chinanews.com/cj/2019/06-20/8869719.shtml,华为,板,科创,注册,披露,创,信息,风险,华兴源,核心技术,上市,华兴源/华兴创/微芯/创创,
人民日报：美国制造经贸摩擦无理无据,http://www.chinanews.com/gj/2019/06-20/8869736.shtml,全球贸易发展,中国,美国,世贸组织,贸易,经济,世界,发展,创新,合作,全球,马丁沃尔夫/约翰威廉姆斯/拉米/彭博/迈克尔布隆伯格/李显龙/谢伏瞻,美国/中国/英国/亚洲/日本/英国牛津/纽约/韩国/德国/大陆/美国纽约/新加坡
美国挑起的经贸摩擦破坏世界经济体系,http://www.chinanews.com/gn/2019/06-21/8870994.shtml,全球贸易发展,美国,经济,全球,中国,市场,宏观经济研究院,发展,破坏,规则,世界,毕吉耀/摩根/臧跃茹/叶辅靖/容得/黄汉权,中国/美国/大通/陈东/大陆
