title,url,module,key1,key2,key3,key4,key5,key6,key7,key8,key9,key10,name,place
李稻葵谈中美贸易战：美国是对全球生产价值链“开刀”,http://www.chinanews.com/gn/2019/06-13/8863858.shtml,中美贸易影响,中美,全球,价值链,开刀,经贸关系,谢艺观,清华大学,中国,远,经济,谢艺观/李稻葵/斯穆特霍利,北京/中国/美国
捷克众议院副议长：中美经贸摩擦不会影响捷克企业与中国合作意愿,http://www.chinanews.com/gn/2019/06-11/8861502.shtml,中美贸易影响,中国,合作,国家,捷克,菲利普,国,美国,摩擦,美国政府,措施,杨晓红/沃伊捷/菲利普,布拉格/捷克/摩拉维亚/中国/欧洲/美国
5月我国出口小幅反弹 稀土出口环比下降16%,http://www.chinanews.com/cj/2019/06-11/8860961.shtml,中美贸易影响,出口,下降,我国,稀土,进口,增长,中国,数据,反弹,大豆,额达/华鑫/彭波/白明/潘亦纯,中国/美国
上月我国稀土出口较4月下降16%,http://www.chinanews.com/cj/2019/06-11/8860964.shtml,中美贸易影响,我国,显示,进出口,下降,总值,外贸,同比,增长,数据,贸易,张钦,美国/东盟/日本/中欧
6月降准会来吗？央行7100亿巨量投放 背后信息量很大,http://www.chinanews.com/cj/2019/06-11/8860994.shtml,中美贸易影响,央行,货币政策,降,流动性,准,市场,政策,利率,降息,中小银行,董湘/王潮/季末/易纲/彭博社/鲍威尔/杨业伟/温彬/张义华/董希淼/姜超/费仍,中国/澳洲/印度/美国/西南/日本
感谢美国政客让中国青年更明白奋斗的意义,http://www.chinanews.com/gn/2019/06-11/8861006.shtml,中美贸易影响,奋斗,艰苦奋斗,美国,政客,中国,明白,道理,贸易摩擦,国家,意义,,美国/中国
前5月货贸进出口总值12.1万亿元 同比增4.1%,http://www.chinanews.com/cj/2019/06-11/8861023.shtml,中美贸易影响,外贸,我国,发展,增长,进出口,贸易,进口,环境,出口,新,李魁文/张建平,中欧/东盟/美国/综合保税区/中国/加大力度
摒弃“恐美崇美”心态,http://www.chinanews.com/gn/2019/06-11/8861039.shtml,中美贸易影响,中国,人民,发展,美国,崇美,恐,精神,美方,面对,坚强,崇美/仇华/习近平,中国/西方/朝鲜/鸭绿江/中国站/美国
媒体评中美贸易争端：美国农民“耐心正在丧失”,http://www.chinanews.com/cj/2019/06-11/8861046.shtml,中美贸易影响,美国,贸易,关税,中国,农民,经济,政策,争端,大豆,采访,吴乐珺/比斯马克/玛丽罗斯/玛丽/罗伯沙/农耕耘/伯特/戴夫/华盛顿/约翰黑斯多夫/库德洛,美国/堪萨斯/堪萨斯城/农场/西方/伊利诺伊州/中国/肯塔基州/威斯康星州/艾奥瓦州/白宫/蒙上
外交部就美国计划向台湾出售武器、5G商用牌照等答问,http://www.chinanews.com/gn/2019/06-06/8858132.shtml,中美贸易影响,战略,稳定,国际,发展,答,中方,G,合作,领域,国,坦克/习近平/国元首/韩本周/习主席/韩中方/韩方/特朗普/普京,美国/台湾/中国/莫斯科/俄罗斯/中华人民共和国/中俄/沙特阿拉伯/中沙/韩国/大阪/来源国/华中
这8组数据告诉你美国“吃亏”论为什么站不住脚,http://www.chinanews.com/gn/2019/06-06/8858145.shtml,中美贸易影响,美国,贸易逆差,中美,吃亏,数据,经贸合作,组,报告,宣扬,借口,,美国
中国商务部报告：美国在中美经贸合作中获益巨大,http://www.chinanews.com/cj/2019/06-06/8858118.shtml,中美贸易影响,经济,美国,报告,经贸合作,中美,国,指出,称,就业,吃亏,李晓喻,北京/美国/中国
国际锐评：算算细账，美国“吃亏论”完全站不住脚,http://www.chinanews.com/gn/2019/06-06/8858182.shtml,中美贸易影响,美国,中国,贸易,国际,美方,贸易逆差,逆差,分析,中方,中美,史蒂芬罗奇,中国/美国/日本/加拿大/韩国/瑞士/挪威/新西兰/巴西/墨西哥/印度
商务部密集回应中美贸易摩擦：重大原则问题上不会让步,http://www.chinanews.com/gn/2019/06-06/8858172.shtml,中美贸易影响,美方,中方,美国,中国,企业,问,磋商,答,贸易,经贸合作,赵隽/彭斯特朗普/须系铃/顾美/特朗普/应询/方见/谈答,美国/中国/巴西/阿根廷/西班牙/加拿大/英国/荷兰
中方：美国名校录取中国学生数量和往年大体相当,http://www.chinanews.com/gn/2019/06-03/8855098.shtml,中美贸易影响,学生,中国,莱斯,大陆,续梅,美国,高校,留学,马海燕,校长,马海燕/续梅/莱斯,中国/大陆/美国
广东省长：中美经贸摩擦对广东影响总体可控,http://www.chinanews.com/gn/2019/06-03/8855176.shtml,中美贸易影响,广东,马兴瑞,创新,企业,推动,发展,鼓励,基础,研究,影响,蒋涛/马兴瑞,北京/广东/广东省/中国/湾区
贸易战里的美国格局：利益面前，万般皆下品,http://www.chinanews.com/gn/2019/06-03/8855240.shtml,中美贸易影响,美国,中国,华为,国际,企业,国家,学术,当局,科技,底线,刘欣/福克斯/里根/特斯拉特斯拉/特斯拉/任正非/令于/埃默里/李晓江/李世华/奕群/少好真/孙脸/阿尔斯通高/孟晚舟/谈美/刘斯郎,美国/中国/西方/欧洲/意大利/匈牙利/英国/德国/上海/美利坚/法国
人民日报：科学不是自私自利的享乐,http://www.chinanews.com/gn/2019/06-04/8855333.shtml,中美贸易影响,中国,美国,学生,学者,赴美,教育,美方,交流,中方,威胁,莱斯,美国/中国/好莱坞
专家解读发布赴美留学预警的背景和影响,http://www.chinanews.com/gn/2019/06-04/8855334.shtml,中美贸易影响,学生,美国,中国,教育,交流,留学,赴美,学者,留学人员,合作,怀愿/续梅/莱斯/梅莱斯,美国/中国/大陆
债务不是“陷阱”，偏见才是,http://www.chinanews.com/cj/2019/06-04/8855372.shtml,中美贸易影响,中国,建设,债务,一带,国家,美国,基础设施,国际,经济,研究,郭岩婧/阿玛达/佩奥/德博拉布蒂格姆/努尔艾哈迈德,北极/中国/西方/美国/俄罗斯/北极圈/工业园区/非洲/亚的斯亚贝巴/马尔代夫/马累/肯尼亚/乌兹别克斯坦/偏远地区/斯里兰卡/巴基斯坦
尼泊尔农工党主席：中国对中美经贸摩擦的态度很成熟,http://www.chinanews.com/gj/2019/06-04/8855515.shtml,中美贸易影响,中国,摩擦,尼泊尔,比久,切,中美,立场,令人信服,国际,态度,张晨翼/巴德,加德满都/尼泊尔/中国/美国/印度
美方行为正使中美教育合作遭遇寒流,http://www.chinanews.com/gn/2019/06-04/8855682.shtml,中美贸易影响,中国,交流,学生,美国,教育,合作,国,赴美,留学,中美,徐永吉/莱斯/续梅/怀愿/袁明/叶雨婷,美国/中国/大陆/燕京/北京
美中合作委员会会长：贸易保护主义无法解决经贸摩擦,http://www.chinanews.com/gn/2019/06-04/8855872.shtml,中美贸易影响,范波,合作,解决,美国,摩擦,中国,贸易,经济,中美,中美关系,范波/高路刘/伟美,休斯敦/美国/中国/北京
港台媒体评贸易摩擦：多边互利VS“美国优先” 中美高下立判,http://www.chinanews.com/tw/2019/06-04/8855945.shtml,中美贸易影响,美国,中国,贸易摩擦,白皮书,全球,大陆,经济,评论,香港,企业,张宇/张燕生/特朗普华盛顿/特朗普/摩根士丹利/张斌,中国/美国/北京/香港/台湾/华尔街/福州/大陆
商务部发布报告驳斥美方对华贸易“吃亏”论,http://www.chinanews.com/gn/2019/06-06/8858229.shtml,中美贸易影响,报告,美国,经贸合作,美方,对华贸易,逆差,吃亏,对华,经济,贸易,,北京/美国/法国/中国
郭树清：美国从中美经贸往来中得到的好处，相当于从一头牛身上剥下了许多张皮,http://www.chinanews.com/gn/2019/06-06/8858257.shtml,中美贸易影响,中国,美国,市场,金融,经济,企业,汇率,风险,人民币,产品,郭树清/肖远企/欧美总/保理/叶公好龙/渡边太太/陆敏,美国/德国/日本/亚洲/中国/印度/越南/印尼/菲律宾/孟加拉
前四个月中国自美国进口大豆下降逾70% 猪肉进口缩水过半,http://www.chinanews.com/cj/2019/06-06/8858261.shtml,中美贸易影响,中国,贸易,增长,高峰,进口,同比,猪肉,数据,大豆,新闻,李晓喻,北京/中国/巴西/阿根廷/西班牙/加拿大/英国/荷兰/东盟/日本
白俄罗斯经济学家科瓦廖夫：美国对中国发起贸易战会抑制世界经济增长,http://www.chinanews.com/gn/2019/06-06/8858282.shtml,中美贸易影响,中国,美国,世界,科瓦廖夫,经济,贸易摩擦,增长,优质产品,经济学家,白俄罗斯,科瓦廖夫/魏忠杰/李佳/廖夫,美国/中国/白俄罗斯/明斯克
前5月进出口总值同比增长4.1% 外贸稳中提质趋势不改,http://www.chinanews.com/cj/2019/06-11/8861133.shtml,中美贸易影响,外贸,我国,增长,稳,贸易,发展,进出口,经济,中国,占,顾阳/李魁/杨长湧,中国/东盟/美国/日本/中欧
油价年内最大降幅来袭 汽油将重返“6元时代”,http://www.chinanews.com/cj/2019/06-11/8861253.shtml,中美贸易影响,原油,国内,成品油,汽油,下调,卓创,美国,调价,大幅,扬子晚报,元时代/徐兢/卓创/臧文刚,江苏/美国/墨西哥
前5月中国进出口总值同比增长4.1% 外贸稳中提质趋势不改,http://www.chinanews.com/cj/2019/06-11/8861407.shtml,中美贸易影响,外贸,我国,增长,贸易,稳,发展,经济,进出口,中国,占,李魁/杨长湧/顾阳,中国/东盟/美国/日本/中欧
麻辣财经：缩小贸易逆差，美“关税大棒”无效！,http://www.chinanews.com/cj/2019/06-11/8861572.shtml,中美贸易影响,外贸,贸易,中国,发展,我国,增长,进出口,美国,进口,市场,张建平/杜海涛/李丽辉,中国/美国/中欧/东盟/日本/综合保税区/加大力度
“逆势”增长4.1%，中国外贸稳中有进,http://www.chinanews.com/cj/2019/06-11/8861860.shtml,中美贸易影响,中国,外贸,总值,发展,世界,进出口,增长,进一步,持续,贸易,王孝松/孟庆川,连云港/中国/美国/东盟/日本/中欧
科创板第二批过会企业研发投入营收占比不及首批,http://www.chinanews.com/sh/2019/06-12/8862031.shtml,中美贸易影响,企业,股份,微,产品,睿创,纳,客户,创,收入,问询,全过/福光/华兴源/睿创/泰科/陈文源/曾就职/夏普/马宏/微芯/安讯士/占高/兴杭/康缘/成渝多/杭可/南微/技光/乐鑫/安恒/瑞新材/高华/张茜/成睿创/占当期/代持/孙仕中/昌根/尚昌根/方平/孙仕/中和尚/方平仍/昌根代/顾志娟,福建/苏州/烟台/日本/江苏/山东/兴源/大通/厦门/中国/安徽/四川/潍坊/杭州/广东/珠江/美国/开发区
记者调查：关税令美自行车产业举步维艰,http://www.chinanews.com/gj/2019/06-12/8862686.shtml,中美贸易影响,美国,中国,自行车,关税,制造业,贸易,生产,加征,进口,厂商,华盛顿/令美/孙丁/熊茂伶/胡友松/阿诺德卡姆勒/卡姆勒/扎卡里帕沙克/沙克/马基特/埃里克赫斯特/鲍勃马格维丘斯/马格维丘斯/萨克,美国/中国/美国纽约/南卡罗来纳州/密歇根州/临高/英国
外交部就中哈关系未来发展、半岛问题解决前景等答问,http://www.chinanews.com/gn/2019/06-12/8862988.shtml,中美贸易影响,经济,答,问,中国,中方,美国,总统,香港,合作,美方,耿爽/胡春华/菲利普/王毅/瓦利德穆阿利姆/林郑月娥/托卡耶夫/习近平/张建宗/佩洛西/博尔顿/中叙/穆阿利姆/普京/特朗普,英国/哈蒙德/阿拉伯叙利亚共和国/哈萨克斯坦/中国/香港/美国/俄罗斯/朝鲜/德州/伊拉克/新加坡/太平洋/叙利亚/圣彼得堡/印度/大阪
中方：任何试图挑拨中俄关系的图谋都不会得逞,http://www.chinanews.com/gn/2019/06-12/8863006.shtml,中美贸易影响,总统,普京,经济,耿爽,世界,俄罗斯,国际,谚语,中国,提问,黄钰钦/宋蕙/耿爽/普京/习近平,北京/俄罗斯/圣彼得堡/中国/美国
中国力促进出口多元化 要“全球卖”也要“全球买”,http://www.chinanews.com/cj/2019/06-12/8863087.shtml,中美贸易影响,中国,市场,多元化,出口,进口,发展,国际,企业,进出口,协定,李克强/王孝松/孝松/道坎/白明/赵萍/商签/王受文,中国/北京/江苏/连云港/东盟/日本/美国/智利/阿根廷/法国/韩国/瑞士/新加坡/巴基斯坦/以色列/斯里兰卡
重磅|AI大数据智慧农业的商业蝶变,http://www.chinanews.com/business/2019/06-13/8863563.shtml,中美贸易影响,农业,产业,沈红兵,玉米,智慧,森,禾智慧,模式,智能,数据,沈红兵/禾智慧/金穗/冯岩/张钦程/禾万/田智慧,克拉玛依/新疆/新疆地区/克拉玛依市/北京/昆仑/长江/多维度/中国
久欣投资品牌发布暨久欣投资2019资产配置高峰论坛在上海成功举办,http://www.chinanews.com/business/2019/06-13/8863622.shtml,中美贸易影响,投资,中国,财富,欣,久,管理,资产,配置,经济,美国,殷豪文/松祚/特朗普/班农/秦朔,中国/上海/苏州/杭州/武汉/郑州/兰州/北京/天津/深圳/南京/成都/宁波/陆家嘴/美国/难民营/德国/日本/印度/澳大利亚/亚太区
中国学者澄清中美经贸摩擦三大误区,http://www.chinanews.com/cj/2019/06-13/8864218.shtml,中美贸易影响,美国,中国,中美,经济,全球,美方,摩擦,贸易,研究院,发展,王恩博/阮宗泽/贾康/吴晓求/特朗普/李稻葵/斯穆特霍利/鞠建东,中国/北京/美国/长白/华尔街
学者：美国破坏中美经贸关系是对全球生产价值链“开刀”,http://www.chinanews.com/cj/2019/06-13/8864296.shtml,中美贸易影响,美国,中国,全球,中美,经济,贸易逆差,贸易,国家,价值链,合作,谢艺观/白重恩/刘涛雄/许宪春/李稻葵/斯穆特霍利/斯穆特/霍利/鞠建东/阮宗泽/苏世民/薛澜,北京/美国/中国/长白/欧洲
中美经贸问题上，美国犯了哪些错？,http://www.chinanews.com/gn/2019/06-13/8864312.shtml,中美贸易影响,美国,中国,全球,经济,价值链,贸易逆差,指出,国家,技术,体系,特朗普/李颖/斯穆特/霍利/李稻葵/阮宗泽/吴晓求/彼得森/苏世民/薛澜/白重恩/鞠建东/雷曼/秋霞,美国/中国/欧洲/长白/华尔街
新华国际时评：“美国受损”才是真相,http://www.chinanews.com/gn/2019/06-13/8864320.shtml,中美贸易影响,美国,关税,美方,中国,加征,贸易战,受损,美国政府,经济,贸易,乔继红/郑汉根/齐皮杜瓦尔/特朗普/华盛顿/加里夏皮罗/成真/布拉德福德,美国/北京/中国/农场/德国/英国/德朗
辛识平：再三威胁不是化解僵局的正确态度,http://www.chinanews.com/gn/2019/06-13/8864325.shtml,中美贸易影响,美方,美国,威胁,中方,磋商,贸易战,国际,原则,一再,达成协议,辛识平,北京/大阪/美国/中国
美国挑起经贸摩擦，最大受害者是全世界,http://www.chinanews.com/gn/2019/06-14/8864504.shtml,中美贸易影响,美国,中国,摩擦,经济,挑起,中美,清华大学,国家,全球,贸易,李稻葵/吴晓求/苏世民/薛澜/斯穆特霍利/刘涛雄/许宪春/阮宗泽/屈信明/王远,美国/中国/长白
一部法案，一通电话和一本书，三任美国总统的选择,http://www.chinanews.com/gn/2019/06-14/8864548.shtml,中美贸易影响,美国,中国,总统,经济,法案,国家,李稻葵,贸易,世界,清华大学,丁飞/胡佛/卡特/李稻葵/阮宗泽/吴晓求/白重恩/王晶/果或/斯穆特/霍利/果远超/特朗普/亚马逊/吉米卡特,北京/美国/中国/长白/日本/佐治亚州
马来西亚政党人士：美方应展示诚意解决中美贸易摩擦,http://www.chinanews.com/gj/2019/06-14/8864801.shtml,中美贸易影响,郑立慷,中国,贸易摩擦,中美,贸易,美方,自由贸易,中方,马来西亚,国,郁玮/郑立慷/马方,吉隆/马来西亚/美国/中国/中马
【金沙滩】中美经贸摩擦的这些问题你真的清楚吗？（之十）,http://www.chinanews.com/gn/2019/06-14/8864932.shtml,中美贸易影响,经济,中国,发展,增长,我国,摩擦,优势,新,影响,挑战,范建平,中国/美国
周小川：贸易摩擦可能再度触发全球多个国家汇率竞争性贬值,http://www.chinanews.com/cj/2019/06-14/8864952.shtml,中美贸易影响,周小川,贸易,贸易摩擦,很大,政策,全球,发展,金融,宏观政策,人民币,缪璐/周小川/刘关关,上海/陆家嘴/中国
金砖国家新开发银行行长：中美贸易摩擦将加速人民币国际化进程,http://www.chinanews.com/cj/2019/06-14/8864980.shtml,中美贸易影响,人民币,上海,马特,货币,新,卡,全球,发展中国家,国家,金砖,苗缪璐/卡马特/马特/池卡,上海/陆家嘴
财经观察：贸易政策“猛于虎” 美国企业苦难堪,http://www.chinanews.com/cj/2019/06-14/8865052.shtml,中美贸易影响,美国,企业,关税,贸易,美国政府,政策,加征,经济,中国,显示,华盛顿/许缘/特朗普/摩根/杰米戴蒙/康明斯/兰博文/洛林哈钦森,美国/中国/大通
外交部就胡塞武装袭击民用机场、海湾地区紧张局势等答问,http://www.chinanews.com/gn/2019/06-14/8865190.shtml,中美贸易影响,中方,中国,香港,问,答,国家,事务,访问,情况,海湾地区,耿爽/郭声琨/王毅/玛丽亚费尔南达埃斯皮诺萨/胡塞/沙特/习近平/鲁哈尼/沃伦/普京/安代/帕特鲁舍夫/黑手/刘晓明/高专/巴切莱特,俄罗斯/葡萄牙/伊朗/阿曼/也门/美国/中国/中东/比什凯克/新疆/圣彼得堡/香港/韩国/南海/越南/沙市/永兴岛/人民医院/英国/西方/中国香港特别行政区
中方回应海湾地区紧张局势：望各方通过对话协商妥善解决分歧,http://www.chinanews.com/gn/2019/06-14/8865322.shtml,中美贸易影响,中东,海湾地区,中,中方,国家,地区,利益,中国,维护,战争,黄钰钦/宋蕙/耿爽,北京/中东/美国/中国
李荣民建议台企台商“两岸经济合作要做加法”,http://www.chinanews.com/tw/2019/06-15/8865443.shtml,中美贸易影响,大陆,合作,台商,经济,发展,企,两岸,台湾,带来,贸易摩擦,李荣民/利基,台北/台湾/大陆/香港/美国
澳前总理陆克文：中国已表明不会在贸易谈判“红线”问题上让步,http://www.chinanews.com/gj/2019/06-15/8865725.shtml,中美贸易影响,中国,美国,谈判,陆克文,红线,特朗普,协议,达成协议,澳大利亚,总理,陆克文/陶社兰/特朗普,澳大利亚/中国/北京/美国
两岸工商界共探经贸融合发展新路径,http://www.chinanews.com/tw/2019/06-15/8865751.shtml,中美贸易影响,两岸,发展,合作,融合,交流,厦门,台胞,论坛,台湾,新,杨伏山/卢鹏/韩景义/台企/李仁祥/陈震,厦门/台湾/大陆/厦门市/福建/闽台
中国人，你为什么这么拼？,http://www.chinanews.com/gn/2019/06-15/8865785.shtml,中美贸易影响,中国,人民,中华民族,美国,得道多助,失道寡助,国,封锁,国家,情怀,危为/路再长/毛泽东/司徒雷登/习近平/孟子曰/黄旭华/毛主席/孟子/福克斯/默克尔/道格拉斯卢特/特朗普/赵卯生,中国/美国/西方/峨眉/之本/丰润/日本/英国/哈蒙德/剑桥/延安
经济日报：警惕中美经贸摩擦中的奇谈怪论,http://www.chinanews.com/cj/2019/06-16/8865993.shtml,中美贸易影响,美国,中国,经济,文明,发展,贸易,战略,贸易战,世界,冲突,石建勋/基伦斯金纳/林中国/习近平,美国/中国/白宫/日本/印度/俄罗斯/土耳其/墨西哥/巴西/加拿大/中国海/东盟/朝鲜半岛/苏联/德国/英国/上海市
美国和印度也打起贸易战：“印太”战略被搁置？,http://www.chinanews.com/sh/2019/06-17/8866418.shtml,中美贸易影响,印度,特朗普,美国,战略,贸易,莫迪,贸易战,印太,普惠制,关税,特朗普/印太/莫迪/盛佳鹏/怀特/印美/克里什纳/原先/莫迪特朗普,美国/印度/印度洋/亚洲/中国/日美德/伊朗/日本/墨西哥/加拿大/大阪
北斗系统迈入全球时代：将“命脉”牢牢握在自己手里,http://www.chinanews.com/gn/2019/06-17/8866445.shtml,中美贸易影响,北斗,卫星,中国,研制,系统,国产化,团队,导航系统,时间,推进,冉承其/陈吉宁/双组元/牛顿/陈忠贵/王平/星载/钟钟/钟为/谢军/余速/刘家兴/邱晨辉,中国/美国/俄罗斯/欧洲/北京市/发展路/符合中国/地球/北京/泰山
外国政要和知名人士：坚决反对单边主义和贸易保护主义,http://www.chinanews.com/gn/2019/06-17/8866500.shtml,中美贸易影响,美国,中国,经济,世界,发展,贸易,全球,国际,国家,合作,冈萨雷斯/纳吉布/马里奥兰里奇/多米尼克德维尔潘/阿德南/拉诺洪波波/约恩/塔中/穆萨维/瑞斯卡库普曼/贺南洪/马尔科久里奇/穆拉德/达尼洛图尔克/鲁道夫沙尔平/阿尔乔姆谢苗诺夫/莫雷诺/森特里亚/沙菲克/米罗诺夫/阿萨莱/罗曼/阿德南阿克弗拉特/阿纳/威廉阿纳瓦提/蔡华伟,美国/中国/德国/黎巴嫩/阿拉伯/海沙/秘鲁/西方/印度尼西亚/英国/塔吉克斯坦/玻利维亚/南非/柬埔寨/塞尔维亚/地球/多国/斯洛文尼亚/俄罗斯/尼泊尔/欧洲/巴基斯坦/白宫/突尼斯/法特/阿富汗/罗马尼亚/土耳其/华中
人民网评：真是中国高调惹的祸吗？,http://www.chinanews.com/gn/2019/06-17/8866760.shtml,中美贸易影响,中国,美国,厉害,事实,国,历史,自信,论调,战略,贸易战,崇美/国成/崇美恐/毛泽东,中国/美国
A股缩量震荡沪指微涨0.2% 医药股表现活跃,http://www.chinanews.com/stock/2019/06-17/8866984.shtml,中美贸易影响,市场,连续,A,新,涨,逾,板块,稀土,涨幅,表现,华润/苏美达/孟玮/华泽/安信,焦作/敦煌
对华加税听证会，美企掀反对浪潮,http://www.chinanews.com/gj/2019/06-18/8867724.shtml,中美贸易影响,美国,关税,中国,加征,美国政府,进口,一家,称,烟花,特朗普,特朗普/佩尔基/斯科特戈尔茨坦/华盛顿/威廉莱施/特朗普大/福克斯/穆迪/霍尔茨伊金/查德维克/费尔贝梅尔,中国/新罕布什尔州/小城镇/美国/明尼苏达州/洛杉矶/白宫/墨西哥/越南/英国/肯塔基州/德国/多国/新加坡/怀俄明州/伊朗/基尔
社评：美对华贸易战挑战了中国人权底线,http://www.chinanews.com/gn/2019/06-18/8867728.shtml,中美贸易影响,中国,美国,贸易战,发展,世界,希望,经济,对华,关税,愿望,华盛顿,中国/美国/定日
腾讯理财通独家首发：华夏中证AH经济蓝筹指数基金,http://www.chinanews.com/business/2019/06-18/8868088.shtml,中美贸易影响,指数,经济,基金,蓝筹,AH,基,发展,中国,用户,行业,夏中证/腾安/刘明军/李一梅/巴菲特/樊纲/高配/基民,北京/中国/亚平/香港
走好新时代的长征路：不敢有丝毫自满但怀有无比自信,http://www.chinanews.com/ll/2019/06-18/8868224.shtml,中美贸易影响,中国,中国共产党,人民,自信,中华民族,自满,新时代,党,成就,带领,习近平/别科夫/梦路/许小娟,中国/西藏/比什凯克/吉尔吉斯斯坦
人民网评：中国“委曲”就能“求全”吗？,http://www.chinanews.com/gn/2019/06-18/8868231.shtml,中美贸易影响,中国,美国,发展,委曲,贸易摩擦,资源,高科技,放弃,国家,日本,强秦,中国/美国/俄勒冈州/秦国/日本
外交部就沪伦通启动、美国拟对华加征新关税等答问,http://www.chinanews.com/gn/2019/06-18/8868542.shtml,中美贸易影响,中方,中国,答,对话,发展,问,中,国,合作,伦通,陆慷/孙春兰/习近平/金正恩/穆尔西/都持/因特尔/库德洛/高盛/朝美/谈成果/维吾尔/特朗普/伦通/胡春华,德国/朝鲜/埃及/中国/美国/越南/白宫/河内/美韩/北京/比利时/新疆/大阪/英国/哈蒙德
美股上扬 道指涨350多点,http://www.chinanews.com/cj/2019/06-19/8868667.shtml,中美贸易影响,涨,市场,股市,当天,美联储,股指,三大,上涨,降息,美国,特朗普/卡特彼勒/鲍威尔,纽约/美国/美中/中国
面对美国贸易霸凌行为 外国政党、政要和知名人士有话说,http://www.chinanews.com/gn/2019/06-19/8868852.shtml,中美贸易影响,美国,中国,经济,世界,发展,贸易,全球,国际,国家,合作,冈萨雷斯/纳吉布/马里奥兰里奇/多米尼克德维尔潘/阿德南/拉诺洪波波/约恩/塔中/穆萨维/瑞斯卡库普曼/贺南洪/马尔科久里奇/穆拉德/达尼洛图尔克/鲁道夫沙尔平/阿尔乔姆谢苗诺夫/莫雷诺/森特里亚/沙菲克/米罗诺夫/阿萨莱/罗曼/阿德南阿克弗拉特/阿纳/威廉阿纳瓦提,美国/中国/密歇根州/德国/黎巴嫩/阿拉伯/海沙/秘鲁/西方/印度尼西亚/英国/塔吉克斯坦/玻利维亚/南非/柬埔寨/塞尔维亚/地球/多国/斯洛文尼亚/俄罗斯/尼泊尔/欧洲/巴基斯坦/白宫/突尼斯/法特/阿富汗/罗马尼亚/土耳其/华中
华兴源创后来居上拔头筹科创板第一单首选是规范,http://www.chinanews.com/cj/2019/06-20/8869719.shtml,中美贸易影响,板,科创,注册,披露,华兴源,创,信息,风险,核心技术,上市,华兴源/微芯/睿创,
