_id,source,title,time,url,theme,key1,key2,key3,key4,key5,key6,key7,key8,key9,key10,name,place
http://www.chinanews.com/gn/2019/06-15/8865461.shtml2019-06-15-03-52-00,新华网,上海合作组织成员国元首理事会比什凯克宣言(全文,2019-06-15-03-52-00,http://www.chinanews.com/gn/2019/06-15/8865461.shtml,上合组织成员国,成员国,上合组织,合作,国际,地区,领域,组织,发展,支持,联合国,施策/阿人/乔蓬/阿塔/沙赫里萨布兹日/铁尔/梅兹/木卡姆巴赫希/罗德第/莫迪/托卡耶夫/习近平/别科夫/伊姆兰汗/普京/拉赫蒙/米尔,比什凯克/亚洲/中亚/塔什干/印度共和国/吉尔吉斯共和国/塔吉克斯坦共和国/哈萨克斯坦共和国/中华人民共和国/乌兹别克斯坦共和国/纽约/上海/加大力度/青岛/阿富汗/伊斯兰共和国/莫斯科/叙利亚/阿斯塔纳/布拉迪斯拉发/杜尚别/维也纳/巴黎/定日/北京/乌法/车里雅宾斯克/重庆/巴基斯坦/乌兹别克斯坦/昆明/克拉斯诺亚尔斯克/斯塔夫罗波尔/哈萨克斯坦/吉尔吉斯/塔吉克斯坦
http://www.chinanews.com/gn/2019/06-15/8865467.shtml2019-06-15-04-48-00,新华社,王岐山在黑龙江调研时强调 扎实推进沿边开发开放 激发经济社会发展活力,2019-06-15-04-48-00,http://www.chinanews.com/gn/2019/06-15/8865467.shtml,中国文化,王岐山,合作,新时代,国家,贸易,开放,历史,创新,考察,新,朱基钗/王岐山/习近平/燕雁,哈尔滨/黑龙江/中国/佳木斯市/抚远市/中俄/乌苏镇/哈尔滨市/西方/龙江/东北
http://www.chinanews.com/gn/2019/06-15/8865472.shtml2019-06-15-05-00-00,北京青年报,外交部召见美驻华使馆官员提严正交涉,2019-06-15-05-00-00,http://www.chinanews.com/gn/2019/06-15/8865472.shtml,海南形势,香港,事务,美方,修,外交部,例,干预,中方,耿爽,中国,赵萌/乐玉成/德恩/耿爽/黑手,香港/中国香港/中国/美国/西方/中国香港特别行政区/台湾
http://www.chinanews.com/gj/2019/06-15/8865480.shtml2019-06-15-05-43-00,新华网,安倍与特朗普通电话讨论伊朗之行等问题,2019-06-15-05-43-00,http://www.chinanews.com/gj/2019/06-15/8865480.shtml,中吉中塔会见,伊朗,美国,安倍,日本,油轮,特朗普,中东,通电话,访问,遇袭,安倍特朗普/姜俏梅/安倍晋三/特朗普/安倍/特朗普安倍/鲁哈尼/哈梅内伊/扎里夫/刘晨/刘品然,伊朗/东京/美国/日本/中东/阿曼/大阪/挪威
http://www.chinanews.com/gj/2019/06-15/8865488.shtml2019-06-15-05-48-00,人民日报海外版,日本拿什么当美伊“调停人”,2019-06-15-05-48-00,http://www.chinanews.com/gj/2019/06-15/8865488.shtml,中吉中塔会见,伊朗,日本,美国,安倍,美伊,特朗普,制裁,称,国家,对话,美伊/安倍晋三/鲁哈尼/伊核/安倍/特朗普/哈桑鲁哈尼/马斯/扎里夫/欧洲人/哈梅内伊/于国/吕耀东/安倍行/李绍/特朗普安倍/哈里斯/田中浩/杨刘,伊朗/日本/美国/中东/伊斯兰/欧洲各国/德国/欧洲/中国/阿拉伯/德黑兰/西方
http://www.chinanews.com/gj/2019/06-15/8865508.shtml2019-06-15-08-12-00,新华网,阿曼湾油轮遇袭疑点重重 美国指伊朗是幕后黑手,2019-06-15-08-12-00,http://www.chinanews.com/gj/2019/06-15/8865508.shtml,中吉中塔会见,油轮,伊朗,美国,美军,袭击,遇袭,官员,船员,事件,日本,黑手/路孚特/班布里奇/迈克/佩奥/蓬佩/沙特/贾瓦德扎里夫/扎里夫/安倍晋三/阿巴斯穆萨维/贾斯克/王宏彬,挪威/日本海/阿曼/美国/伊朗/欧洲/阿拉伯联合酋长国/日本/沙特阿拉伯/卡塔尔/新加坡/巴林/阿联酋/中东/霍尔木兹
http://www.chinanews.com/gn/2019/06-16/8865935.shtml2019-06-16-02-53-00,新华网,中华人民共和国和塔吉克斯坦共和国关于进一步深化全面战略伙伴关系的联合声明(全文,2019-06-16-02-53-00,http://www.chinanews.com/gn/2019/06-16/8865935.shtml,上合组织成员国,合作,国,塔,发展,领域,推动,建设,支持,愿,中塔,埃莫马利拉赫蒙/习近平/卡拉苏/阔勒/方好/祝贺塔/方成功/拉赫蒙,杜尚别/中华人民共和国/塔吉克斯坦共和国/塔吉克斯坦/中国/台湾/西藏/高度肯定/资兴/工业园区/确保安全/新疆/亚洲/中亚
http://www.chinanews.com/cj/2019/06-16/8865971.shtml2019-06-16-06-22-00,澎湃新闻,中海基金回应离职基金经理炮轰总经理：涉嫌名誉侵权,2019-06-16-06-22-00,http://www.chinanews.com/cj/2019/06-16/8865971.shtml,地方预算,基金,中海,江小震,经理,杨皓鹏,中,离职,黄鹏,总经理,人士,江小震/杨皓鹏/小震/惠利/于博/黄鹏/王莉/刘晋/黄鹏项/海基/黄鹏日/刘晋晋/葛佳,中江/长江/上海/中国/晋中/上海市浦东新区/之日起
http://www.chinanews.com/gn/2019/06-16/8866016.shtml2019-06-16-09-28-00,中国新闻报,中国驻贝尔法斯特总领馆首次举办开放日活动,2019-06-16-09-28-00,http://www.chinanews.com/gn/2019/06-16/8866016.shtml,中国东盟合作,中国,张美芳,活动,总领馆,开放日,学生,大学,致辞,密尔,奥斯特,伦敦/张美芳/奥斯特/蒙哥马利奥斯特/英友好/孔院/蒙哥马利/拉蒙特,中国/贝尔法斯特/北爱尔兰/花乡/英国/中华人民共和国/武汉
http://www.chinanews.com/gj/2019/06-16/8866032.shtml2019-06-16-09-39-00,中国新闻报,英前外相缺席党魁之争首场辩论 电视台拟空凳抗议,2019-06-16-09-39-00,http://www.chinanews.com/gj/2019/06-16/8866032.shtml,英国保守党,约翰逊,辩论,报道,参选人,电视辩论,频道,英国,首相,鲍里斯约翰逊,党魁,鲍里斯约翰逊/杰里米亨特/约翰逊/留空/约翰逊日/亨特/迈克尔戈夫/赛义德贾维德/脱欧/特蕾莎梅,香港/英国/北爱尔兰
http://www.chinanews.com/gj/2019/06-16/8866060.shtml2019-06-16-10-27-00,中国新闻报,阿曼湾油轮事件持续发酵 特朗普要求伊朗重回谈判桌,2019-06-16-10-27-00,http://www.chinanews.com/gj/2019/06-16/8866060.shtml,中吉中塔会见,伊朗,油轮,遇袭,事件,英国,美国,称,需,美军,特朗普,特朗普/舷标/凯勒巴/迈克尔戈夫/伦敦/扎里夫/古特雷斯,美国/伊朗/英国/德黑兰/阿联酋/阿曼
http://www.chinanews.com/ga/2019/06-16/8866110.shtml2019-06-16-11-44-00,中国新闻报,港媒指理解及支持特区政府暂缓修订《逃犯条例》 批外国势力干预,2019-06-16-11-44-00,http://www.chinanews.com/ga/2019/06-16/8866110.shtml,海南形势,支持,香港,理解,文章,行政长官,港,坚定,暂缓,破坏,势力,林郑月娥/张炜,香港/美国
http://www.chinanews.com/gn/2019/06-16/8866128.shtml2019-06-16-12-27-00,环球网,环球网评：擘画“中国方案”，开创亚洲安全发展新局面,2019-06-16-12-27-00,http://www.chinanews.com/gn/2019/06-16/8866128.shtml,推动深化经济人文合作,发展,亚信,亚洲,中国,合作,世界,推动,稳定,地区,领域,习近平,亚洲/塔吉克斯坦/杜尚别/欧亚大陆/太平洋/中国/亚洲各国
http://www.chinanews.com/gj/2019/06-17/8866546.shtml2019-06-17-09-51-00,中国新闻报,英国首相候选人进行电视辩论 约翰逊成众矢之的,2019-06-17-09-51-00,http://www.chinanews.com/gj/2019/06-17/8866546.shtml,英国保守党,候选人,英国,约翰逊,辩论,报道,参加,电视辩论,欧盟,承诺,鲍里斯约翰逊,鲍里斯约翰逊/约翰逊/脱欧/鲍里斯/亨特,英国
http://www.chinanews.com/gj/2019/06-17/8866620.shtml2019-06-17-10-17-00,科技日报,中塔友谊始终在我们血脉和生活里,2019-06-17-10-17-00,http://www.chinanews.com/gj/2019/06-17/8866620.shtml,全球治理全球战略,中国,塔吉克斯坦,塔,国,友谊,国家,科技日报,发展,古代,杜尚别,张浩/习近平/塔中/米小琴/孔子/法洛夫/拉赫蒙/塔吉克/达夫拉特佐达/习主席/国友谊,乌克兰/中国/杜尚别/亚洲/塔吉克斯坦共和国/中亚/之国/塔吉克斯坦/沙里/来源国/北京
http://www.chinanews.com/gj/2019/06-17/8866772.shtml2019-06-17-12-53-00,新华网,以色列将出席涉巴勒斯坦问题的巴林经济研讨会,2019-06-17-12-53-00,http://www.chinanews.com/gj/2019/06-17/8866772.shtml,以色列以特朗普命名戈兰高地,巴林,以色列,经济,研讨会,协议,美国,巴勒斯坦,卡茨,出席,推动,吕迎旭/陈文仙/卡茨/特朗普,耶路撒冷/以色列/巴林/巴勒斯坦/美国纽约/美国/阿拉伯/麦纳麦
http://www.chinanews.com/gn/2019/06-17/8866838.shtml2019-06-17-13-43-00,新华网,“四个典范”引领上合组织行稳致远,2019-06-17-13-43-00,http://www.chinanews.com/gn/2019/06-17/8866838.shtml,上合组织成员国,上合组织,典范,新,发展,提出,命运,共同体,峰会,社会,主席,邓浩/习近平/国建成,中国/比什凯克/青岛/上海
http://www.chinanews.com/gn/2019/06-17/8866846.shtml2019-06-17-13-49-00,中国网,习近平中亚行开拓周边外交新局面,2019-06-17-13-49-00,http://www.chinanews.com/gn/2019/06-17/8866846.shtml,全球治理全球战略,合作,主席,习近平,中国,国,上合组织,总统,领导人,国家,亚洲,习近平/吉塔/吉建设/克特肯克明/吉建成/别科夫/吉乌/瓦赫达特/塔南/阿人/纳扎尔巴耶夫/塔吉克/鲁达基/普京/巴特图勒/加尼/莫迪/托卡耶夫/鲁哈尼/伊姆兰汗/埃米尔塔米姆/埃尔多安/托卡耶夫日/祝贺岁,吉尔吉斯斯坦/塔吉克斯坦/中亚/俄罗斯/中国/塔山/玛纳斯/比什凯克/农业园区/吉尔吉斯/路桥/杜尚别/产业园/来源国/阿富汗/青岛/莫斯科/亚洲/哈萨克斯坦/上海/亚洲各国/蒙古国/中俄/印度/伊朗/巴基斯坦/卡塔尔/土耳其
http://www.chinanews.com/gn/2019/06-17/8866852.shtml2019-06-17-13-52-00,海外网,海外网评：经略周边与深耕多边，习近平中亚行意义深远,2019-06-17-13-52-00,http://www.chinanews.com/gn/2019/06-17/8866852.shtml,全球治理全球战略,习近平,发展,主席,中国,治理,合作,总统,地区,亚信,全球,习近平/别科夫/拉赫蒙/托卡耶夫/鲁哈尼/莫迪/伊姆兰汗/加尼/卢卡申科/埃米尔塔米姆/埃尔多安/普京/巴特图勒/汪金国,吉尔吉斯斯坦/比什凯克/塔吉克斯坦/亚洲/北京/中国/中亚/周边地区/哈萨克斯坦/伊朗/印度/巴基斯坦/阿富汗/白俄罗斯/卡塔尔/土耳其/多国/上海/中俄/俄罗斯/蒙古国/杜尚别
http://www.chinanews.com/gn/2019/06-17/8867007.shtml2019-06-17-13-53-00,央视网,【“不忘初心、牢记使命”主题教育进行时】坚定信仰 勇于担当,2019-06-17-13-53-00,http://www.chinanews.com/gn/2019/06-17/8867007.shtml,发展推进改革,主题,教育,落实,单位,政治,工作,党中央,部门,担当,部署,习近平/学深悟,中国
http://www.chinanews.com/gn/2019/06-17/8866922.shtml2019-06-17-14-35-00,人民网,30余次“我们愿”“中方愿” 习近平中亚之行谱写睦邻合作新篇章,2019-06-17-14-35-00,http://www.chinanews.com/gn/2019/06-17/8866922.shtml,全球治理全球战略,发展,合作,习近平,愿,中国,中方,国家,领域,亚洲,和平,余次愿/习近平/刘融/阿巴/吉塔/别科夫/拉赫蒙/时至/方建设/于民/方达,中亚/吉尔吉斯斯坦/塔吉克斯坦/比什凯克/杜尚别/亚洲/俄罗斯/中国/阿富汗/中俄/大道/上海/陕西省/来源国
http://www.chinanews.com/gn/2019/06-17/8866925.shtml2019-06-17-14-43-00,中国新闻报,王岐山：中方支持叙利亚维护自身主权独立和领土完整,2019-06-17-14-43-00,http://www.chinanews.com/gn/2019/06-17/8866925.shtml,烈士英雄遗骸,发展,中方,中国,国家,穆阿利姆,王岐山,维护,支持,独立,领土完整,王岐山/穆阿利姆/张蔚然/中叙,中国/北京中南海/叙利亚/北京/中南海
http://www.chinanews.com/hr/2019/06-17/8866953.shtml2019-06-17-14-56-00,中国新闻报,新西兰电信诈骗花样百出 中领馆提醒中国公民防范,2019-06-17-14-56-00,http://www.chinanews.com/hr/2019/06-17/8866953.shtml,中使馆提醒中国公民提高警惕,当事人,电话,总领馆,请,中国,新西兰,诈骗,报警,指定,国内,克赖斯特彻奇/向领,中国/新西兰
http://www.chinanews.com/gn/2019/06-16/8866142.shtml2019-06-16-13-18-00,新华网,国际观察：谱写安全与发展新篇 迈向亚洲命运共同体,2019-06-16-13-18-00,http://www.chinanews.com/gn/2019/06-16/8866142.shtml,柬埔寨政府投资,亚洲,发展,国家,中国,合作,主席,习近平,地区,提出,共同体,习近平/斯帕尔/瓦西里耶夫/朱宰佑/穆萨塔耶夫/陈向阳/乔什/孙萍/马晓成/张继业/赵旭蒋/杨舟/陆睿,北京/亚洲/塔吉克斯坦/杜尚别/中国/亚洲各国/上海/新安/巴基斯坦/斯里兰卡/中亚/南亚地区/中东/哈萨克斯坦/哈萨克/印度尼西亚/远东/东盟/东亚/印度
http://www.chinanews.com/gn/2019/06-16/8866148.shtml2019-06-16-13-38-00,中国新闻报,亚信第五次峰会发表宣言：任何国家均无权干涉其他国家内政外交事务,2019-06-16-13-38-00,http://www.chinanews.com/gn/2019/06-16/8866148.shtml,上合组织成员国,亚信,重申,原则,国家,联合国,成员国,应,恐怖主义,威胁,扩散,埃莫马利拉赫蒙,杜尚别/亚洲/塔吉克斯坦
http://www.chinanews.com/gn/2019/06-16/8866168.shtml2019-06-16-14-10-00,中国西藏网,“2019·中国西藏发展论坛”圆满闭幕,2019-06-16-14-10-00,http://www.chinanews.com/gn/2019/06-16/8866168.shtml,伊核协议,西藏,发展,论坛,中国,世界各地,专家学者,现代化,交流,建设,生态,王淑/王淑贾/华加/赵耀赵/王媛媛/索朗,中国/西藏/拉萨
http://www.chinanews.com/gj/2019/06-15/8865521.shtml2019-06-15-08-44-00,中国新闻报,阿曼湾油轮遇袭致海湾局势紧张 到底谁在背后搞破坏？,2019-06-15-08-44-00,http://www.chinanews.com/gj/2019/06-15/8865521.shtml,中吉中塔会见,伊朗,油轮,发生,湾,事件,美国,阿曼,遇袭,称,袭击,沙特/特朗普/扎里夫/古特雷斯/弗拉季米尔彼得罗夫斯基/安倍/彼得罗夫斯基/安倍访,阿曼/美国/伊朗/日本/阿拉伯/挪威/阿联酋/俄罗斯/波斯/伊斯兰/德黑兰/中东
http://www.chinanews.com/gj/2019/06-15/8865543.shtml2019-06-15-09-17-00,中国新闻报,阿桑奇在引渡听证会上发声 律师称美国破坏言论自由,2019-06-15-09-17-00,http://www.chinanews.com/gj/2019/06-15/8865543.shtml,引渡阿桑奇,阿桑奇,美国,引渡,英国,听证会,维基解密,指控,面临,监禁,法院,朱利安阿桑奇/阿桑奇/阿桑奇伦敦/贝尔马什/马克萨默斯/艾玛布斯/贾伟德/克里斯托弗马尔尚德/伦敦,英国伦敦/美国/阿富汗/伊拉克/英国/瑞典/厄瓜多尔
http://www.chinanews.com/gj/2019/06-15/8865559.shtml2019-06-15-09-42-00,新华网,普京评价俄美关系：“正在走下坡路，越来越坏”,2019-06-15-09-42-00,http://www.chinanews.com/gj/2019/06-15/8865559.shtml,美俄关系,俄罗斯,波兰,普京,部署,说,关系,特朗普,美国,总统,制裁,普京/弗拉基米尔普京/特朗普/唐纳德特朗普/弗拉基米尔贾巴罗夫/弗拉基米尔沙马诺夫/沙马诺夫/惠晓霜,俄罗斯/美国/芬兰/赫尔辛基/克里姆林宫/白宫/波兰/大阪/古巴
http://www.chinanews.com/gj/2019/06-15/8865569.shtml2019-06-15-10-01-00,环球时报,土外长：不撤销S-400采购协议 若美制裁将做出报复,2019-06-15-10-01-00,http://www.chinanews.com/gj/2019/06-15/8865569.shtml,美国干预土耳其印尼武器,土耳其,俄罗斯,采购,国家,制裁,做出,报复,协议,防空,安卡拉,武什/华盛顿/埃尔多安,土耳其/俄罗斯/安卡拉/美国
http://www.chinanews.com/ll/2019/06-23/8872650.shtml2019-06-23-14-50-00,中国教育报,解放思想：马克思主义中国化的重要经验,2019-06-23-14-50-00,http://www.chinanews.com/ll/2019/06-23/8872650.shtml,时代青年五四精神,解放思想,中国,马克思主义,社会主义,化,发展,新,改革开放,新时代,思想,邹升平/邓小平/毛泽东/资姓/江泽民/胡锦涛/习近平/恩格斯,江苏省/中国/察南
http://www.chinanews.com/gn/2019/06-23/8872687.shtml2019-06-23-15-58-00,新华网,新华国际时评：地方交流活跃揭示中美合作互利共赢实质,2019-06-23-15-58-00,http://www.chinanews.com/gn/2019/06-23/8872687.shtml,中美经贸磋商,中国,地方,投资,美国,交流,鲤鱼,亚洲,中美关系,中美,州长,徐兴堂/周近/马克贝文/塞勒斯哈比卜/华盛顿/万磅/麦克诺斯/诺斯,纽约/中美合作/纽约州/中华人民共和国/中国/加州/犹他州/美国/肯塔基州/华盛顿州/密西西比/亚洲/产业园/陕西
http://www.chinanews.com/gn/2019/06-23/8872733.shtml2019-06-23-17-42-00,环球网,中国高铁跑出“中国自信”,2019-06-23-17-42-00,http://www.chinanews.com/gn/2019/06-23/8872733.shtml,天津北京交通工程,中国,高铁,铁路,发展,世界,国家,人民,里程,科技,经济,齐聚/高铁年/高铁成/潜海/方平,中国/西安/陕西/京津/欧洲/亚非
http://www.chinanews.com/gj/2019/06-23/8872840.shtml2019-06-23-21-19-00,中国新闻报,东盟各国领导人同意共同申办2034年世界杯,2019-06-23-21-19-00,http://www.chinanews.com/gj/2019/06-23/8872840.shtml,博鳌亚洲论坛,东盟,世界杯,国家,泰国,同意,足球赛,领导人,申办,巴育,外交部长,王国安/巴育/马威奈,曼谷/东盟/泰国/亚洲/日本/韩国/卡塔尔
http://www.chinanews.com/gj/2019/06-23/8872402.shtml2019-06-23-02-54-00,中国新闻报,“脱欧”回忆录：公投三年后，“分手”仍艰难？,2019-06-23-02-54-00,http://www.chinanews.com/gj/2019/06-23/8872402.shtml,英国脱欧,英国,脱欧,卡梅伦,脱,保守党,首相,协议,欧盟,特雷莎梅,公投,郭炘蔚/脱欧/卡梅伦/特雷莎梅/特雷莎/特蕾莎梅/潘多拉/张平/伦敦/鲍里斯约翰逊/脱想/脱欧派/亨特/约翰逊/欧有/脱欧会/杰里米亨特亨特/欧派/已达成/图斯克/约翰逊亨特,英国/唐宁街/里斯本/北爱尔兰/爱尔兰
http://www.chinanews.com/gj/2019/06-23/8872423.shtml2019-06-23-04-52-00,新华网,默克尔呼吁通过政治途径解决美伊紧张局势,2019-06-23-04-52-00,http://www.chinanews.com/gj/2019/06-23/8872423.shtml,中吉中塔会见,国际,伊朗,政治,默克尔,社会,解决,美国,德国,努力,方向,张远/默克尔/美伊/特朗普,柏林/伊朗/美国/德国/多特蒙德/伊斯兰
http://www.chinanews.com/gj/2019/06-23/8872426.shtml2019-06-23-04-56-00,新华网,约旦宣布将参加涉巴勒斯坦问题的巴林经济研讨会,2019-06-23-04-56-00,http://www.chinanews.com/gj/2019/06-23/8872426.shtml,以色列以特朗普命名戈兰高地,巴勒斯坦,约旦,巴林,协议,经济,研讨会,讨论,美国,首都,方案,林晓蔚/特朗普,安曼/约旦/巴林/巴勒斯坦/耶路撒冷/美国/麦纳麦
http://www.chinanews.com/sh/2019/06-23/8872439.shtml2019-06-23-05-15-00,新京报,北京市人大专题调研外语标识使用管理,2019-06-23-05-15-00,http://www.chinanews.com/sh/2019/06-23/8872439.shtml,城市管理,标识,外语,工作,规范,服务,交通委,国际,顺义,徽,地铁,朱渊/尹美群/孙杰/余处/霍光峰/李玉坤,中国/顺义/顺义区/北京市/北京/社区
